,Season,TeamID,Opponent_PointDiff
98,1986,1172,32.0
99,1986,1431,18.0
100,1986,1177,36.5
101,1986,1180,71.0
102,1986,1181,37.0
103,1986,1437,20.0
104,1986,1438,9.0
105,1986,1439,9.0
106,1986,1443,32.0
107,1986,1449,14.0
108,1986,1193,24.0
109,1986,1452,8.0
110,1986,1462,19.0
111,1986,1207,14.0
112,1986,1210,13.0
113,1986,1228,19.0
114,1986,1231,10.0
115,1986,1234,20.0
116,1986,1235,13.0
117,1986,1239,11.0
118,1986,1242,28.0
119,1986,1246,14.666666666666666
120,1986,1257,33.0
121,1986,1261,38.75
122,1986,1265,20.0
123,1986,1268,29.0
124,1986,1272,17.0
125,1986,1275,5.0
126,1986,1276,5.0
127,1986,1277,35.5
128,1987,1281,1.0
129,1987,1283,15.0
130,1987,1292,14.0
131,1987,1298,15.0
132,1987,1299,42.0
133,1987,1301,31.0
134,1987,1309,42.0
135,1987,1314,25.666666666666668
136,1987,1318,9.0
137,1987,1323,32.5
138,1987,1326,38.0
139,1987,1328,26.0
140,1987,1335,49.0
141,1987,1338,8.0
142,1987,1344,32.25
143,1987,1345,31.0
144,1987,1104,32.5
145,1987,1360,1.0
146,1987,1365,27.0
147,1987,1112,7.0
148,1987,1120,63.0
149,1987,1122,61.0
150,1987,1380,19.0
151,1987,1385,22.0
152,1987,1393,41.2
153,1987,1137,38.0
154,1987,1395,14.0
155,1987,1396,21.0
156,1987,1140,4.0
157,1987,1141,19.0
158,1987,1401,12.0
159,1987,1409,8.0
160,1987,1155,5.0
161,1987,1412,61.0
162,1987,1417,14.0
163,1987,1424,26.75
164,1987,1431,27.0
165,1987,1177,11.5
166,1987,1181,32.0
167,1987,1438,14.0
168,1987,1443,48.0
169,1987,1193,63.0
170,1987,1196,28.5
171,1987,1452,2.0
172,1987,1455,2.0
173,1987,1204,48.0
174,1987,1461,40.0
175,1987,1462,12.0
176,1987,1207,30.0
177,1987,1208,3.0
178,1987,1210,21.0
179,1987,1222,15.0
180,1987,1226,61.0
181,1987,1228,1.0
182,1987,1231,28.6
183,1987,1234,25.333333333333332
184,1987,1242,21.5
185,1987,1243,61.0
186,1987,1246,14.0
187,1987,1256,22.0
188,1987,1261,34.666666666666664
189,1987,1265,25.0
190,1987,1267,16.0
191,1987,1276,49.0
192,1988,1281,10.0
193,1988,1283,4.0
194,1988,1293,53.0
195,1988,1299,14.0
196,1988,1301,3.0
197,1988,1314,46.333333333333336
198,1988,1317,53.0
199,1988,1323,8.0
200,1988,1328,42.2
201,1988,1333,30.0
202,1988,1338,9.0
203,1988,1345,19.5
204,1988,1348,28.0
205,1988,1350,34.5
206,1988,1364,10.0
207,1988,1112,44.0
208,1988,1371,107.0
209,1988,1116,17.0
210,1988,1374,42.0
211,1988,1120,85.0
212,1988,1124,15.0
213,1988,1380,24.0
214,1988,1385,3.0
215,1988,1129,28.0
216,1988,1131,42.0
217,1988,1133,4.0
218,1988,1393,10.0
219,1988,1140,30.0
220,1988,1396,17.333333333333332
221,1988,1150,6.0
222,1988,1151,85.0
223,1988,1165,107.0
224,1988,1424,22.0
225,1988,1427,9.0
226,1988,1429,9.0
227,1988,1431,16.0
228,1988,1177,24.0
229,1988,1435,35.5
230,1988,1181,32.0
231,1988,1437,39.333333333333336
232,1988,1185,18.0
233,1988,1192,42.0
234,1988,1196,28.0
235,1988,1455,21.0
236,1988,1199,22.0
237,1988,1461,4.0
238,1988,1462,53.0
239,1988,1207,57.0
240,1988,1210,7.0
241,1988,1228,17.0
242,1988,1231,7.0
243,1988,1234,55.5
244,1988,1235,12.0
245,1988,1242,32.6
246,1988,1243,38.666666666666664
247,1988,1246,13.5
248,1988,1247,24.0
249,1988,1250,57.0
250,1988,1257,45.5
251,1988,1258,53.0
252,1988,1261,3.0
253,1988,1268,24.0
254,1988,1272,42.0
255,1988,1276,28.0
256,1989,1281,23.5
257,1989,1283,76.0
258,1989,1292,25.0
259,1989,1301,15.0
260,1989,1314,34.5
261,1989,1323,16.0
262,1989,1328,17.0
263,1989,1333,4.0
264,1989,1338,4.0
265,1989,1343,16.0
266,1989,1344,25.0
267,1989,1352,60.0
268,1989,1353,14.0
269,1989,1354,53.0
270,1989,1104,2.0
271,1989,1112,20.5
272,1989,1114,14.0
273,1989,1371,36.2
274,1989,1116,14.0
275,1989,1373,24.0
276,1989,1375,59.0
277,1989,1376,21.0
278,1989,1123,35.0
279,1989,1380,21.0
280,1989,1388,13.0
281,1989,1390,2.0
282,1989,1393,30.666666666666668
283,1989,1137,41.0
284,1989,1397,16.0
285,1989,1400,35.0
286,1989,1155,60.0
287,1989,1161,41.0
288,1989,1417,21.0
289,1989,1166,35.0
290,1989,1424,46.333333333333336
291,1989,1431,37.0
292,1989,1177,28.0
293,1989,1435,16.0
294,1989,1181,33.0
295,1989,1438,39.0
296,1989,1190,44.0
297,1989,1191,76.0
298,1989,1452,53.0
299,1989,1196,22.0
300,1989,1199,14.0
301,1989,1206,37.0
302,1989,1207,30.0
303,1989,1462,59.0
304,1989,1210,6.0
305,1989,1225,28.0
306,1989,1228,29.5
307,1989,1231,43.5
308,1989,1234,21.0
309,1989,1235,10.0
310,1989,1243,24.0
311,1989,1247,9.0
312,1989,1256,44.0
313,1989,1257,27.0
314,1989,1258,19.0
315,1989,1261,11.0
316,1989,1270,35.0
317,1989,1272,3.0
318,1989,1276,31.8
319,1989,1278,27.5
320,1990,1281,3.0
321,1990,1283,15.0
322,1990,1293,8.0
323,1990,1308,55.0
324,1990,1314,20.5
325,1990,1320,13.0
326,1990,1323,8.0
327,1990,1326,112.0
328,1990,1328,15.0
329,1990,1333,3.0
330,1990,1343,32.0
331,1990,1344,1.0
332,1990,1345,26.0
333,1990,1350,63.0
334,1990,1352,8.0
335,1990,1104,33.5
336,1990,1364,8.0
337,1990,1112,39.0
338,1990,1114,112.0
339,1990,1116,26.5
340,1990,1378,12.0
341,1990,1123,65.5
342,1990,1379,16.0
343,1990,1385,63.0
344,1990,1131,45.0
345,1990,1393,10.5
346,1990,1140,6.0
347,1990,1396,16.0
348,1990,1143,45.0
349,1990,1400,18.333333333333332
350,1990,1406,9.0
351,1990,1155,30.5
352,1990,1411,18.0
353,1990,1412,13.0
354,1990,1417,35.5
355,1990,1161,39.0
356,1990,1163,23.666666666666668
357,1990,1419,12.0
358,1990,1164,24.0
359,1990,1424,28.8
360,1990,1173,32.0
361,1990,1431,13.0
362,1990,1181,43.6
363,1990,1438,24.0
364,1990,1437,7.0
365,1990,1190,22.0
366,1990,1462,22.0
367,1990,1207,11.0
368,1990,1208,26.0
369,1990,1210,35.0
370,1990,1222,4.0
371,1990,1225,19.0
372,1990,1228,2.0
373,1990,1229,6.0
374,1990,1231,2.0
375,1990,1242,13.0
376,1990,1243,11.0
377,1990,1247,6.0
378,1990,1257,3.0
379,1990,1258,52.333333333333336
380,1990,1261,22.0
381,1990,1276,55.0
382,1990,1277,13.0
383,1990,1278,16.333333333333332
384,1991,1280,23.0
385,1991,1285,71.0
386,1991,1293,18.0
387,1991,1296,32.0
388,1991,1301,22.0
389,1991,1304,5.0
390,1991,1307,22.0
391,1991,1308,8.0
392,1991,1309,53.0
393,1991,1314,29.25
394,1991,1318,79.0
395,1991,1326,24.5
396,1991,1329,34.0
397,1991,1336,23.0
398,1991,1337,36.0
399,1991,1338,53.0
400,1991,1343,2.0
401,1991,1345,39.0
402,1991,1350,39.0
403,1991,1353,3.0
404,1991,1104,38.5
405,1991,1112,24.5
406,1991,1113,71.0
407,1991,1371,35.666666666666664
408,1991,1116,24.666666666666668
409,1991,1375,11.0
410,1991,1379,29.0
411,1991,1384,28.0
412,1991,1385,35.666666666666664
413,1991,1389,8.0
414,1991,1393,4.0
415,1991,1140,28.0
416,1991,1396,35.0
417,1991,1400,32.0
418,1991,1406,15.0
419,1991,1157,32.0
420,1991,1417,5.0
421,1991,1163,44.5
422,1991,1419,84.0
423,1991,1166,36.0
424,1991,1424,35.25
425,1991,1425,3.0
426,1991,1428,36.5
427,1991,1177,17.0
428,1991,1435,10.0
429,1991,1181,38.4
430,1991,1437,79.0
431,1991,1438,13.0
432,1991,1185,42.0
433,1991,1190,3.0
434,1991,1448,18.0
435,1991,1453,2.0
436,1991,1199,32.0
437,1991,1462,33.0
438,1991,1207,71.0
439,1991,1208,8.0
440,1991,1209,71.0
441,1991,1210,15.0
442,1991,1231,28.0
443,1991,1234,84.0
444,1991,1242,54.8
445,1991,1256,6.0
446,1991,1261,33.0
447,1991,1277,11.0
448,1992,1281,19.0
449,1992,1283,7.0
450,1992,1285,20.0
451,1992,1290,57.0
452,1992,1293,11.0
453,1992,1304,21.0
454,1992,1308,23.5
455,1992,1314,31.0
456,1992,1326,21.666666666666668
457,1992,1328,4.0
458,1992,1329,17.0
459,1992,1330,37.0
460,1992,1337,16.0
461,1992,1343,8.0
462,1992,1352,43.0
463,1992,1104,14.0
464,1992,1112,7.0
465,1992,1371,43.0
466,1992,1116,16.0
467,1992,1378,15.0
468,1992,1385,4.0
469,1992,1390,5.0
470,1992,1393,33.0
471,1992,1140,11.0
472,1992,1396,30.0
473,1992,1400,6.0
474,1992,1144,75.0
475,1992,1150,2.0
476,1992,1408,43.0
477,1992,1153,16.0
478,1992,1417,42.0
479,1992,1418,16.0
480,1992,1163,57.0
481,1992,1419,30.0
482,1992,1425,6.0
483,1992,1174,83.0
484,1992,1431,58.0
485,1992,1177,16.0
486,1992,1181,35.8
487,1992,1183,87.0
488,1992,1190,30.0
489,1992,1191,11.0
490,1992,1448,23.0
491,1992,1452,11.0
492,1992,1199,51.0
493,1992,1200,33.0
494,1992,1204,43.0
495,1992,1207,20.0
496,1992,1210,23.0
497,1992,1222,6.0
498,1992,1224,33.0
499,1992,1231,37.25
500,1992,1234,75.0
501,1992,1235,37.0
502,1992,1242,11.0
503,1992,1246,36.666666666666664
504,1992,1247,19.0
505,1992,1257,43.0
506,1992,1261,87.0
507,1992,1269,22.5
508,1992,1272,33.333333333333336
509,1992,1275,14.0
510,1992,1276,53.0
511,1992,1277,83.0
512,1993,1281,33.0
513,1993,1304,14.0
514,1993,1307,24.0
515,1993,1308,81.0
516,1993,1309,18.0
517,1993,1314,46.4
518,1993,1329,21.0
519,1993,1335,4.0
520,1993,1338,21.0
521,1993,1345,6.0
522,1993,1348,94.0
523,1993,1351,124.0
524,1993,1356,35.0
525,1993,1365,33.0
526,1993,1112,3.0
527,1993,1371,7.0
528,1993,1116,56.0
529,1993,1374,9.0
530,1993,1123,59.0
531,1993,1380,24.0
532,1993,1385,36.0
533,1993,1129,37.0
534,1993,1140,59.0
535,1993,1396,30.0
536,1993,1398,22.0
537,1993,1143,47.0
538,1993,1403,18.0
539,1993,1151,29.0
540,1993,1408,46.0
541,1993,1153,45.0
542,1993,1157,50.0
543,1993,1417,50.0
544,1993,1419,13.0
545,1993,1164,81.0
546,1993,1428,124.0
547,1993,1174,21.0
548,1993,1435,18.0
549,1993,1181,7.0
550,1993,1438,42.5
551,1993,1443,34.0
552,1993,1187,94.0
553,1993,1191,46.0
554,1993,1448,68.5
555,1993,1199,44.333333333333336
556,1993,1203,32.5
557,1993,1460,59.0
558,1993,1462,59.0
559,1993,1210,15.0
560,1993,1221,36.0
561,1993,1228,37.0
562,1993,1231,32.666666666666664
563,1993,1234,29.0
564,1993,1235,11.0
565,1993,1242,42.25
566,1993,1243,2.0
567,1993,1246,36.5
568,1993,1253,3.0
569,1993,1257,35.5
570,1993,1261,7.0
571,1993,1264,27.0
572,1993,1266,12.0
573,1993,1269,27.0
574,1993,1272,7.0
575,1993,1276,57.2
576,1994,1281,32.666666666666664
577,1994,1298,46.0
578,1994,1299,67.0
579,1994,1304,10.0
580,1994,1307,3.0
581,1994,1308,10.0
582,1994,1314,15.0
583,1994,1325,21.0
584,1994,1329,12.0
585,1994,1335,31.0
586,1994,1337,16.0
587,1994,1344,6.0
588,1994,1345,31.0
589,1994,1351,30.0
590,1994,1356,14.0
591,1994,1104,46.0
592,1994,1112,32.5
593,1994,1371,11.0
594,1994,1116,30.6
595,1994,1129,14.0
596,1994,1130,24.0
597,1994,1387,16.0
598,1994,1393,25.0
599,1994,1396,21.0
600,1994,1398,13.0
601,1994,1143,4.0
602,1994,1400,16.0
603,1994,1402,18.0
604,1994,1151,40.0
605,1994,1409,38.5
606,1994,1153,8.0
607,1994,1411,47.0
608,1994,1412,5.0
609,1994,1158,10.0
610,1994,1416,46.0
611,1994,1417,12.0
612,1994,1418,34.0
613,1994,1163,18.0
614,1994,1180,22.0
615,1994,1181,37.8
616,1994,1438,71.0
617,1994,1443,14.0
618,1994,1448,40.0
619,1994,1450,15.0
620,1994,1196,25.5
621,1994,1453,19.0
622,1994,1458,46.0
623,1994,1203,30.0
624,1994,1207,67.0
625,1994,1218,19.0
626,1994,1228,7.0
627,1994,1231,18.5
628,1994,1241,31.0
629,1994,1242,28.0
630,1994,1246,34.0
631,1994,1251,20.0
632,1994,1257,42.5
633,1994,1259,71.0
634,1994,1266,30.0
635,1994,1268,17.0
636,1994,1269,16.0
637,1994,1276,32.333333333333336
638,1994,1277,47.0
639,1994,1278,14.0
640,1995,1280,49.0
641,1995,1281,86.0
642,1995,1291,92.0
643,1995,1293,55.0
644,1995,1299,37.0
645,1995,1311,39.0
646,1995,1314,31.0
647,1995,1328,10.0
648,1995,1329,48.25
649,1995,1330,18.0
650,1995,1332,17.0
651,1995,1335,6.0
652,1995,1345,23.0
653,1995,1356,4.0
654,1995,1104,57.0
655,1995,1365,22.0
656,1995,1112,9.0
657,1995,1113,51.0
658,1995,1116,41.4
659,1995,1123,25.0
660,1995,1387,37.0
661,1995,1389,64.0
662,1995,1390,64.0
663,1995,1393,22.0
664,1995,1396,6.0
665,1995,1140,6.0
666,1995,1400,38.0
667,1995,1150,2.0
668,1995,1151,44.0
669,1995,1408,92.0
670,1995,1153,44.0
671,1995,1409,36.0
672,1995,1411,22.0
673,1995,1159,19.0
674,1995,1417,30.0
675,1995,1163,43.333333333333336
676,1995,1428,22.0
677,1995,1180,57.0
678,1995,1437,8.0
679,1995,1438,16.666666666666668
680,1995,1443,19.0
681,1995,1448,30.0
682,1995,1451,7.0
683,1995,1196,3.0
684,1995,1453,1.0
685,1995,1198,86.0
686,1995,1462,7.0
687,1995,1207,31.0
688,1995,1211,38.0
689,1995,1228,18.0
690,1995,1231,5.0
691,1995,1235,55.0
692,1995,1242,22.5
693,1995,1246,28.666666666666668
694,1995,1253,12.0
695,1995,1257,23.0
696,1995,1264,25.0
697,1995,1268,30.5
698,1995,1269,25.666666666666668
699,1995,1272,11.5
700,1995,1275,39.0
701,1995,1276,6.0
702,1995,1277,7.0
703,1995,1278,3.0
704,1996,1280,29.25
705,1996,1284,24.0
706,1996,1286,57.0
707,1996,1290,56.0
708,1996,1296,20.0
709,1996,1307,56.0
710,1996,1309,21.0
711,1996,1314,20.0
712,1996,1328,18.0
713,1996,1336,15.0
714,1996,1339,34.0
715,1996,1343,44.0
716,1996,1345,14.0
717,1996,1354,66.0
718,1996,1363,129.0
719,1996,1365,66.0
720,1996,1112,34.0
721,1996,1116,45.5
722,1996,1122,25.0
723,1996,1130,25.0
724,1996,1133,8.0
725,1996,1390,67.0
726,1996,1393,53.0
727,1996,1396,35.0
728,1996,1143,10.0
729,1996,1400,16.0
730,1996,1145,35.0
731,1996,1403,38.5
732,1996,1153,29.0
733,1996,1409,6.0
734,1996,1155,14.0
735,1996,1159,23.0
736,1996,1416,67.0
737,1996,1417,2.0
738,1996,1163,29.5
739,1996,1419,16.0
740,1996,1422,35.0
741,1996,1428,69.5
742,1996,1433,44.0
743,1996,1434,53.0
744,1996,1180,57.0
745,1996,1437,6.0
746,1996,1181,15.0
747,1996,1439,129.0
748,1996,1185,23.0
749,1996,1441,2.0
750,1996,1448,46.333333333333336
751,1996,1453,13.0
752,1996,1203,2.0
753,1996,1207,36.0
754,1996,1208,29.5
755,1996,1210,24.0
756,1996,1231,13.0
757,1996,1234,53.0
758,1996,1235,35.0
759,1996,1242,40.666666666666664
760,1996,1243,21.0
761,1996,1246,37.6
762,1996,1257,25.0
763,1996,1266,15.0
764,1996,1268,12.0
765,1996,1269,52.0
766,1996,1272,12.0
767,1996,1276,4.0
768,1997,1285,81.0
769,1997,1293,3.0
770,1997,1298,38.0
771,1997,1307,24.0
772,1997,1314,21.0
773,1997,1328,19.0
774,1997,1330,4.0
775,1997,1334,14.0
776,1997,1343,10.0
777,1997,1344,16.666666666666668
778,1997,1345,28.0
779,1997,1348,7.0
780,1997,1112,42.2
781,1997,1375,32.0
782,1997,1376,13.0
783,1997,1130,14.0
784,1997,1386,44.0
785,1997,1131,29.0
786,1997,1388,22.0
787,1997,1390,30.0
788,1997,1139,17.0
789,1997,1396,65.0
790,1997,1143,32.0
791,1997,1400,18.5
792,1997,1402,65.0
793,1997,1149,48.0
794,1997,1150,38.0
795,1997,1151,26.0
796,1997,1153,13.0
797,1997,1409,18.0
798,1997,1155,47.0
799,1997,1158,32.0
800,1997,1160,54.0
801,1997,1417,30.0
802,1997,1164,14.0
803,1997,1425,13.0
804,1997,1428,37.333333333333336
805,1997,1434,7.0
806,1997,1435,12.0
807,1997,1437,10.0
808,1997,1181,39.0
809,1997,1438,13.0
810,1997,1448,19.0
811,1997,1193,54.0
812,1997,1458,14.0
813,1997,1462,48.0
814,1997,1207,12.0
815,1997,1208,15.0
816,1997,1228,15.0
817,1997,1229,13.0
818,1997,1231,18.0
819,1997,1234,81.0
820,1997,1235,32.5
821,1997,1238,28.0
822,1997,1242,19.5
823,1997,1246,32.4
824,1997,1254,10.0
825,1997,1257,24.0
826,1997,1266,39.0
827,1997,1268,9.0
828,1997,1269,24.0
829,1997,1275,18.0
830,1997,1278,42.25
831,1997,1279,22.0
832,1998,1293,34.0
833,1998,1298,72.0
834,1998,1304,9.0
835,1998,1307,12.0
836,1998,1311,80.0
837,1998,1314,27.5
838,1998,1319,3.0
839,1998,1328,7.0
840,1998,1329,55.0
841,1998,1341,58.0
842,1998,1343,19.0
843,1998,1345,20.0
844,1998,1347,55.0
845,1998,1348,34.333333333333336
846,1998,1350,16.0
847,1998,1354,80.0
848,1998,1362,57.0
849,1998,1112,26.0
850,1998,1116,57.0
851,1998,1375,13.0
852,1998,1376,1.0
853,1998,1385,2.0
854,1998,1387,80.0
855,1998,1390,42.75
856,1998,1393,36.0
857,1998,1395,9.0
858,1998,1396,31.0
859,1998,1397,1.0
860,1998,1139,17.0
861,1998,1150,72.0
862,1998,1153,31.0
863,1998,1155,3.0
864,1998,1158,38.0
865,1998,1417,49.5
866,1998,1163,31.666666666666668
867,1998,1424,12.0
868,1998,1428,54.4
869,1998,1172,19.0
870,1998,1429,20.0
871,1998,1174,54.0
872,1998,1178,54.0
873,1998,1434,21.5
874,1998,1181,35.666666666666664
875,1998,1185,19.0
876,1998,1444,38.0
877,1998,1192,19.0
878,1998,1449,10.0
879,1998,1452,30.0
880,1998,1199,7.0
881,1998,1203,15.0
882,1998,1462,16.0
883,1998,1227,15.0
884,1998,1228,20.0
885,1998,1229,80.0
886,1998,1231,19.0
887,1998,1233,12.0
888,1998,1242,34.0
889,1998,1246,32.2
890,1998,1268,46.5
891,1998,1269,5.0
892,1998,1274,6.0
893,1998,1276,6.0
894,1998,1277,42.0
895,1998,1279,7.0
896,1999,1281,2.0
897,1999,1283,68.0
898,1999,1291,46.0
899,1999,1293,56.0
900,1999,1307,71.0
901,1999,1308,41.0
902,1999,1314,2.0
903,1999,1326,46.25
904,1999,1328,28.5
905,1999,1329,46.0
906,1999,1335,22.0
907,1999,1345,30.0
908,1999,1348,11.0
909,1999,1359,65.0
910,1999,1108,12.0
911,1999,1112,14.0
912,1999,1116,23.0
913,1999,1373,14.0
914,1999,1117,22.0
915,1999,1120,32.0
916,1999,1385,36.666666666666664
917,1999,1390,21.0
918,1999,1393,8.0
919,1999,1396,54.666666666666664
920,1999,1397,41.0
921,1999,1400,14.0
922,1999,1150,14.0
923,1999,1153,39.0
924,1999,1409,126.0
925,1999,1412,23.0
926,1999,1158,9.0
927,1999,1417,3.0
928,1999,1163,45.6
929,1999,1166,34.0
930,1999,1427,71.0
931,1999,1428,9.0
932,1999,1174,10.0
933,1999,1178,56.0
934,1999,1434,34.0
935,1999,1181,41.2
936,1999,1437,2.0
937,1999,1191,21.0
938,1999,1449,9.0
939,1999,1451,22.0
940,1999,1196,11.5
941,1999,1197,126.0
942,1999,1457,46.0
943,1999,1458,41.0
944,1999,1203,20.0
945,1999,1206,24.0
946,1999,1211,35.0
947,1999,1231,65.0
948,1999,1234,42.5
949,1999,1242,41.0
950,1999,1245,39.0
951,1999,1246,25.333333333333332
952,1999,1248,21.0
953,1999,1257,4.0
954,1999,1268,34.5
955,1999,1274,14.0
956,1999,1275,31.5
957,1999,1277,45.75
958,1999,1278,21.0
959,1999,1279,46.0
960,2000,1281,30.0
961,2000,1314,33.25
962,2000,1319,5.0
963,2000,1326,17.0
964,2000,1328,14.0
965,2000,1329,24.666666666666668
966,2000,1332,3.0
967,2000,1335,10.0
968,2000,1337,30.0
969,2000,1345,25.0
970,2000,1354,19.0
971,2000,1359,16.0
972,2000,1111,26.0
973,2000,1112,34.0
974,2000,1369,8.0
975,2000,1371,28.0
976,2000,1116,17.0
977,2000,1120,53.0
978,2000,1123,43.0
979,2000,1382,5.0
980,2000,1385,17.0
981,2000,1387,3.0
982,2000,1390,30.0
983,2000,1393,48.5
984,2000,1139,51.0
985,2000,1396,3.0
986,2000,1397,19.0
987,2000,1400,8.0
988,2000,1148,53.0
989,2000,1153,44.0
990,2000,1409,21.333333333333332
991,2000,1417,34.0
992,2000,1418,19.0
993,2000,1163,19.0
994,2000,1166,3.0
995,2000,1423,17.0
996,2000,1424,44.0
997,2000,1428,92.0
998,2000,1173,14.0
999,2000,1429,8.0
1000,2000,1177,4.0
1001,2000,1434,92.0
1002,2000,1181,27.5
1003,2000,1196,38.8
1004,2000,1457,24.0
1005,2000,1458,34.5
1006,2000,1201,34.0
1007,2000,1211,9.5
1008,2000,1220,30.0
1009,2000,1228,51.0
1010,2000,1231,20.0
1011,2000,1232,16.0
1012,2000,1233,15.0
1013,2000,1235,46.0
1014,2000,1238,24.0
1015,2000,1242,32.0
1016,2000,1246,16.0
1017,2000,1248,26.0
1018,2000,1249,32.0
1019,2000,1257,17.0
1020,2000,1261,25.0
1021,2000,1268,43.0
1022,2000,1274,35.0
1023,2000,1277,31.4
1024,2001,1281,100.0
1025,2001,1284,100.0
1026,2001,1314,18.0
1027,2001,1322,76.0
1028,2001,1323,5.0
1029,2001,1326,9.0
1030,2001,1328,2.0
1031,2001,1329,22.0
1032,2001,1336,34.5
1033,2001,1343,22.0
1034,2001,1344,18.0
1035,2001,1106,72.0
1036,2001,1112,53.8
1037,2001,1116,21.0
1038,2001,1381,3.0
1039,2001,1130,22.0
1040,2001,1386,49.0
1041,2001,1390,32.666666666666664
1042,2001,1393,53.0
1043,2001,1139,81.0
1044,2001,1396,34.333333333333336
1045,2001,1140,48.0
1046,2001,1397,7.0
1047,2001,1143,12.0
1048,2001,1400,47.0
1049,2001,1150,76.0
1050,2001,1153,26.5
1051,2001,1417,54.5
1052,2001,1166,13.0
1053,2001,1422,49.0
1054,2001,1425,40.0
1055,2001,1169,53.0
1056,2001,1429,38.0
1057,2001,1181,37.8
1058,2001,1438,18.0
1059,2001,1183,81.0
1060,2001,1443,13.0
1061,2001,1448,16.0
1062,2001,1196,47.0
1063,2001,1201,72.0
1064,2001,1457,4.0
1065,2001,1458,1.0
1066,2001,1206,46.0
1067,2001,1207,23.5
1068,2001,1462,12.0
1069,2001,1209,46.0
1070,2001,1208,2.0
1071,2001,1211,37.0
1072,2001,1210,4.0
1073,2001,1214,21.0
1074,2001,1218,10.0
1075,2001,1220,38.0
1076,2001,1221,17.0
1077,2001,1228,36.25
1078,2001,1231,4.0
1079,2001,1232,18.0
1080,2001,1233,5.0
1081,2001,1234,17.0
1082,2001,1235,1.0
1083,2001,1242,43.0
1084,2001,1245,48.0
1085,2001,1246,17.5
1086,2001,1268,42.75
1087,2001,1277,39.5
1088,2001,1279,46.5
1089,2002,1280,17.0
1090,2002,1281,26.333333333333332
1091,2002,1285,26.0
1092,2002,1293,17.0
1093,2002,1301,26.0
1094,2002,1323,54.0
1095,2002,1326,38.0
1096,2002,1328,28.25
1097,2002,1329,26.0
1098,2002,1332,27.333333333333332
1099,2002,1335,7.0
1100,2002,1337,9.0
1101,2002,1338,16.5
1102,2002,1356,21.5
1103,2002,1104,26.0
1104,2002,1361,41.0
1105,2002,1108,4.0
1106,2002,1364,13.0
1107,2002,1112,27.5
1108,2002,1373,84.0
1109,2002,1385,10.0
1110,2002,1130,17.0
1111,2002,1131,38.0
1112,2002,1390,56.0
1113,2002,1143,30.0
1114,2002,1400,19.0
1115,2002,1403,10.0
1116,2002,1148,30.0
1117,2002,1150,19.0
1118,2002,1409,20.0
1119,2002,1153,26.0
1120,2002,1417,38.0
1121,2002,1163,35.0
1122,2002,1166,41.0
1123,2002,1423,50.0
1124,2002,1425,4.0
1125,2002,1428,50.0
1126,2002,1172,5.0
1127,2002,1434,20.0
1128,2002,1181,34.5
1129,2002,1443,16.0
1130,2002,1448,26.0
1131,2002,1194,8.0
1132,2002,1196,1.0
1133,2002,1457,54.0
1134,2002,1458,84.0
1135,2002,1461,13.0
