WTeamID,Season,Wins_x,LTeamID_x,loss_x,Total Games_x,WSeason_pct,Wins_y,LTeamID_y,loss_y,Total Games_y,WTourney_pct
1104.0,1994,19.0,1104.0,9.0,28.0,67.85714285714286,1.0,1104.0,1.0,2.0,50.0
1104.0,1995,22.0,1104.0,9.0,31.0,70.96774193548387,1.0,1104.0,1.0,2.0,50.0
1104.0,2002,26.0,1104.0,7.0,33.0,78.78787878787878,1.0,1104.0,1.0,2.0,50.0
0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,1.0,1.0,0.0
1104.0,2004,17.0,1104.0,12.0,29.0,58.62068965517241,3.0,1104.0,1.0,4.0,75.0
0.0,2005,0.0,1366.0,28.0,28.0,0.0,0.0,1104.0,1.0,1.0,0.0
1104.0,2006,17.0,1104.0,12.0,29.0,58.62068965517241,1.0,1104.0,1.0,2.0,50.0
0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,1.0,1.0,0.0
1104.0,2018,19.0,1104.0,15.0,34.0,55.88235294117647,1.0,1104.0,1.0,2.0,50.0
1104.0,2021,24.0,1104.0,6.0,30.0,80.0,2.0,1104.0,1.0,3.0,66.66666666666667
0.0,2022,0.0,1175.0,25.0,25.0,0.0,0.0,1104.0,1.0,1.0,0.0
0.0,2022,0.0,1249.0,27.0,27.0,0.0,0.0,1104.0,1.0,1.0,0.0
1104.0,2023,29.0,1104.0,5.0,34.0,85.29411764705883,2.0,1104.0,1.0,3.0,66.66666666666667
1104.0,2024,21.0,1104.0,11.0,32.0,65.625,4.0,1104.0,1.0,5.0,80.0
0.0,2005,0.0,1366.0,28.0,28.0,0.0,0.0,1105.0,1.0,1.0,0.0
0.0,2001,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,1.0,1.0,0.0
0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,1.0,1.0,0.0
0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,1.0,1.0,0.0
0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,1.0,1.0,0.0
0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,1.0,1.0,0.0
0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,1.0,1.0,0.0
0.0,2013,0.0,1212.0,28.0,28.0,0.0,0.0,1107.0,1.0,1.0,0.0
1107.0,2014,18.0,1107.0,14.0,32.0,56.25,1.0,1107.0,1.0,2.0,50.0
0.0,2015,0.0,1212.0,27.0,27.0,0.0,0.0,1107.0,1.0,1.0,0.0
0.0,2015,0.0,1363.0,28.0,28.0,0.0,0.0,1107.0,1.0,1.0,0.0
0.0,1999,0.0,1251.0,20.0,20.0,0.0,0.0,1108.0,1.0,1.0,0.0
0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1110.0,1.0,1.0,0.0
0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,1.0,1.0,0.0
0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,1.0,1.0,0.0
0.0,2000,0.0,1212.0,28.0,28.0,0.0,0.0,1111.0,1.0,1.0,0.0
0.0,2000,0.0,1258.0,26.0,26.0,0.0,0.0,1111.0,1.0,1.0,0.0
0.0,2021,0.0,1152.0,9.0,9.0,0.0,0.0,1111.0,1.0,1.0,0.0
0.0,1985,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,1.0,1.0,0.0
0.0,1986,0.0,1159.0,22.0,22.0,0.0,0.0,1112.0,1.0,1.0,0.0
0.0,1987,0.0,1271.0,24.0,24.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,1988,31.0,1112.0,2.0,33.0,93.93939393939394,4.0,1112.0,1.0,5.0,80.0
1112.0,1989,27.0,1112.0,3.0,30.0,90.0,2.0,1112.0,1.0,3.0,66.66666666666667
1112.0,1990,24.0,1112.0,6.0,30.0,80.0,1.0,1112.0,1.0,2.0,50.0
1112.0,1991,26.0,1112.0,6.0,32.0,81.25,2.0,1112.0,1.0,3.0,66.66666666666667
0.0,1992,0.0,1341.0,26.0,26.0,0.0,0.0,1112.0,1.0,1.0,0.0
0.0,1993,0.0,1341.0,23.0,23.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,1994,25.0,1112.0,5.0,30.0,83.33333333333333,4.0,1112.0,1.0,5.0,80.0
0.0,1995,0.0,1142.0,26.0,26.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,1996,24.0,1112.0,6.0,30.0,80.0,2.0,1112.0,1.0,3.0,66.66666666666667
1112.0,1997,19.0,1112.0,9.0,28.0,67.85714285714286,6.0,0.0,0.0,6.0,100.0
1112.0,1998,27.0,1112.0,4.0,31.0,87.09677419354838,3.0,1112.0,1.0,4.0,75.0
0.0,1999,0.0,1251.0,20.0,20.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,2000,26.0,1112.0,6.0,32.0,81.25,1.0,1112.0,1.0,2.0,50.0
1112.0,2001,22.0,1112.0,7.0,29.0,75.86206896551724,5.0,1112.0,1.0,6.0,83.33333333333333
1112.0,2002,22.0,1112.0,9.0,31.0,70.96774193548387,2.0,1112.0,1.0,3.0,66.66666666666667
1112.0,2003,25.0,1112.0,3.0,28.0,89.28571428571429,3.0,1112.0,1.0,4.0,75.0
0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,2005,27.0,1112.0,6.0,33.0,81.81818181818181,3.0,1112.0,1.0,4.0,75.0
1112.0,2006,19.0,1112.0,12.0,31.0,61.29032258064516,1.0,1112.0,1.0,2.0,50.0
0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,2009,19.0,1112.0,13.0,32.0,59.375,2.0,1112.0,1.0,3.0,66.66666666666667
1112.0,2011,27.0,1112.0,7.0,34.0,79.41176470588235,3.0,1112.0,1.0,4.0,75.0
1112.0,2013,25.0,1112.0,7.0,32.0,78.125,2.0,1112.0,1.0,3.0,66.66666666666667
1112.0,2014,30.0,1112.0,4.0,34.0,88.23529411764706,3.0,1112.0,1.0,4.0,75.0
1112.0,2015,31.0,1112.0,3.0,34.0,91.17647058823529,3.0,1112.0,1.0,4.0,75.0
0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,2017,30.0,1112.0,4.0,34.0,88.23529411764706,2.0,1112.0,1.0,3.0,66.66666666666667
0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,2022,31.0,1112.0,3.0,34.0,91.17647058823529,2.0,1112.0,1.0,3.0,66.66666666666667
0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,1.0,1.0,0.0
1112.0,2024,25.0,1112.0,8.0,33.0,75.75757575757575,2.0,1112.0,1.0,3.0,66.66666666666667
1113.0,1991,19.0,1113.0,9.0,28.0,67.85714285714286,1.0,1113.0,1.0,2.0,50.0
1113.0,1995,22.0,1113.0,8.0,30.0,73.33333333333333,2.0,1113.0,1.0,3.0,66.66666666666667
1113.0,2003,18.0,1113.0,11.0,29.0,62.06896551724138,1.0,1113.0,1.0,2.0,50.0
1113.0,2009,24.0,1113.0,9.0,33.0,72.72727272727273,1.0,1113.0,1.0,2.0,50.0
0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,1.0,1.0,0.0
0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,1.0,1.0,0.0
1113.0,2019,22.0,1113.0,10.0,32.0,68.75,1.0,1113.0,1.0,2.0,50.0
1113.0,2023,22.0,1113.0,12.0,34.0,64.70588235294117,1.0,1113.0,1.0,2.0,50.0
1114.0,1986,21.0,1114.0,9.0,30.0,70.0,1.0,1114.0,1.0,2.0,50.0
0.0,1989,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,1.0,1.0,0.0
0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,1.0,1.0,0.0
0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,1.0,1.0,0.0
1114.0,2016,27.0,1114.0,4.0,31.0,87.09677419354838,1.0,1114.0,1.0,2.0,50.0
1115.0,2010,17.0,1115.0,15.0,32.0,53.125,1.0,1115.0,1.0,2.0,50.0
1116.0,1985,21.0,1116.0,12.0,33.0,63.63636363636363,1.0,1116.0,1.0,2.0,50.0
0.0,1988,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,1.0,1.0,0.0
1116.0,1989,24.0,1116.0,6.0,30.0,80.0,1.0,1116.0,1.0,2.0,50.0
1116.0,1990,26.0,1116.0,4.0,30.0,86.66666666666667,4.0,1116.0,1.0,5.0,80.0
1116.0,1991,30.0,1116.0,3.0,33.0,90.9090909090909,3.0,1116.0,1.0,4.0,75.0
1116.0,1992,22.0,1116.0,7.0,29.0,75.86206896551724,1.0,1116.0,1.0,2.0,50.0
1116.0,1993,20.0,1116.0,8.0,28.0,71.42857142857143,2.0,1116.0,1.0,3.0,66.66666666666667
1116.0,1994,24.0,1116.0,3.0,27.0,88.88888888888889,6.0,0.0,0.0,6.0,100.0
1116.0,1995,26.0,1116.0,6.0,32.0,81.25,5.0,1116.0,1.0,6.0,83.33333333333333
1116.0,1996,18.0,1116.0,12.0,30.0,60.0,2.0,1116.0,1.0,3.0,66.66666666666667
1116.0,1998,23.0,1116.0,7.0,30.0,76.66666666666667,1.0,1116.0,1.0,2.0,50.0
1116.0,1999,22.0,1116.0,10.0,32.0,68.75,1.0,1116.0,1.0,2.0,50.0
0.0,2000,0.0,1212.0,28.0,28.0,0.0,0.0,1116.0,1.0,1.0,0.0
0.0,2000,0.0,1258.0,26.0,26.0,0.0,0.0,1116.0,1.0,1.0,0.0
0.0,2001,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,1.0,1.0,0.0
0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,1.0,1.0,0.0
0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,1.0,1.0,0.0
1116.0,2008,22.0,1116.0,11.0,33.0,66.66666666666667,1.0,1116.0,1.0,2.0,50.0
1116.0,2015,26.0,1116.0,8.0,34.0,76.47058823529412,1.0,1116.0,1.0,2.0,50.0
1116.0,2017,25.0,1116.0,9.0,34.0,73.52941176470588,1.0,1116.0,1.0,2.0,50.0
0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,1.0,1.0,0.0
1116.0,2021,22.0,1116.0,6.0,28.0,78.57142857142857,3.0,1116.0,1.0,4.0,75.0
1116.0,2022,25.0,1116.0,8.0,33.0,75.75757575757575,3.0,1116.0,1.0,4.0,75.0
1116.0,2023,20.0,1116.0,13.0,33.0,60.60606060606061,2.0,1116.0,1.0,3.0,66.66666666666667
0.0,1999,0.0,1251.0,20.0,20.0,0.0,0.0,1117.0,1.0,1.0,0.0
1120.0,1985,18.0,1120.0,11.0,29.0,62.06896551724138,2.0,1120.0,1.0,3.0,66.66666666666667
1120.0,1986,17.0,1120.0,10.0,27.0,62.96296296296296,3.0,1120.0,1.0,4.0,75.0
1120.0,1987,17.0,1120.0,12.0,29.0,58.62068965517241,1.0,1120.0,1.0,2.0,50.0
1120.0,1988,17.0,1120.0,10.0,27.0,62.96296296296296,1.0,1120.0,1.0,2.0,50.0
1120.0,1999,27.0,1120.0,3.0,30.0,90.0,2.0,1120.0,1.0,3.0,66.66666666666667
1120.0,2000,22.0,1120.0,9.0,31.0,70.96774193548387,1.0,1120.0,1.0,2.0,50.0
1120.0,2003,19.0,1120.0,11.0,30.0,63.333333333333336,2.0,1120.0,1.0,3.0,66.66666666666667
1120.0,2018,25.0,1120.0,7.0,32.0,78.125,1.0,1120.0,1.0,2.0,50.0
1120.0,2019,25.0,1120.0,9.0,34.0,73.52941176470588,4.0,1120.0,1.0,5.0,80.0
1120.0,2022,27.0,1120.0,5.0,32.0,84.375,1.0,1120.0,1.0,2.0,50.0
1120.0,2023,20.0,1120.0,12.0,32.0,62.5,1.0,1120.0,1.0,2.0,50.0
0.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,1.0,1.0,0.0
1122.0,1987,16.0,1122.0,10.0,26.0,61.53846153846154,1.0,1122.0,1.0,2.0,50.0
0.0,1996,0.0,1341.0,23.0,23.0,0.0,0.0,1122.0,1.0,1.0,0.0
0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1122.0,1.0,1.0,0.0
0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,1.0,1.0,0.0
0.0,1986,0.0,1159.0,22.0,22.0,0.0,0.0,1123.0,1.0,1.0,0.0
1123.0,1989,27.0,1123.0,2.0,29.0,93.10344827586206,1.0,1123.0,1.0,2.0,50.0
1123.0,1990,22.0,1123.0,6.0,28.0,78.57142857142857,2.0,1123.0,1.0,3.0,66.66666666666667
0.0,1993,0.0,1341.0,23.0,23.0,0.0,0.0,1123.0,1.0,1.0,0.0
0.0,1995,0.0,1142.0,26.0,26.0,0.0,0.0,1123.0,1.0,1.0,0.0
0.0,2000,0.0,1212.0,28.0,28.0,0.0,0.0,1123.0,1.0,1.0,0.0
0.0,2000,0.0,1258.0,26.0,26.0,0.0,0.0,1123.0,1.0,1.0,0.0
0.0,1988,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1124.0,1.0,1.0,0.0
1124.0,2010,24.0,1124.0,7.0,31.0,77.41935483870968,3.0,1124.0,1.0,4.0,75.0
1124.0,2012,26.0,1124.0,7.0,33.0,78.78787878787878,3.0,1124.0,1.0,4.0,75.0
1124.0,2014,22.0,1124.0,11.0,33.0,66.66666666666667,2.0,1124.0,1.0,3.0,66.66666666666667
0.0,2015,0.0,1212.0,27.0,27.0,0.0,0.0,1124.0,1.0,1.0,0.0
0.0,2015,0.0,1363.0,28.0,28.0,0.0,0.0,1124.0,1.0,1.0,0.0
0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,1.0,1.0,0.0
1124.0,2017,24.0,1124.0,7.0,31.0,77.41935483870968,2.0,1124.0,1.0,3.0,66.66666666666667
1124.0,2019,19.0,1124.0,13.0,32.0,59.375,1.0,1124.0,1.0,2.0,50.0
1124.0,2021,22.0,1124.0,2.0,24.0,91.66666666666667,6.0,0.0,0.0,6.0,100.0
1124.0,2022,26.0,1124.0,6.0,32.0,81.25,1.0,1124.0,1.0,2.0,50.0
1124.0,2023,22.0,1124.0,10.0,32.0,68.75,1.0,1124.0,1.0,2.0,50.0
1124.0,2024,22.0,1124.0,10.0,32.0,68.75,1.0,1124.0,1.0,2.0,50.0
0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2013,0.0,1212.0,28.0,28.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2015,0.0,1212.0,27.0,27.0,0.0,0.0,1125.0,1.0,1.0,0.0
0.0,2015,0.0,1363.0,28.0,28.0,0.0,0.0,1125.0,1.0,1.0,0.0
1125.0,2019,25.0,1125.0,5.0,30.0,83.33333333333333,1.0,1125.0,1.0,2.0,50.0
0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,1.0,1.0,0.0
0.0,1988,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,1993,0.0,1341.0,23.0,23.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2013,0.0,1212.0,28.0,28.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2015,0.0,1212.0,27.0,27.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2015,0.0,1363.0,28.0,28.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2022,0.0,1175.0,25.0,25.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2022,0.0,1249.0,27.0,27.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1.0,1.0,0.0
0.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1.0,1.0,0.0
1130.0,1985,16.0,1130.0,10.0,26.0,61.53846153846154,2.0,1130.0,1.0,3.0,66.66666666666667
1130.0,1994,19.0,1130.0,10.0,29.0,65.51724137931035,3.0,1130.0,1.0,4.0,75.0
1130.0,1996,18.0,1130.0,10.0,28.0,64.28571428571429,1.0,1130.0,1.0,2.0,50.0
1130.0,1997,21.0,1130.0,8.0,29.0,72.41379310344827,1.0,1130.0,1.0,2.0,50.0
1130.0,2001,25.0,1130.0,4.0,29.0,86.20689655172414,1.0,1130.0,1.0,2.0,50.0
0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,1.0,1.0,0.0
1130.0,2004,23.0,1130.0,9.0,32.0,71.875,1.0,1130.0,1.0,2.0,50.0
1130.0,2005,24.0,1130.0,4.0,28.0,85.71428571428571,1.0,1130.0,1.0,2.0,50.0
1130.0,2006,25.0,1130.0,7.0,32.0,78.125,2.0,1130.0,1.0,3.0,66.66666666666667
1130.0,2007,20.0,1130.0,11.0,31.0,64.51612903225806,1.0,1130.0,1.0,2.0,50.0
0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,1.0,1.0,0.0
0.0,1988,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,1.0,1.0,0.0
0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,1.0,1.0,0.0
0.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,1.0,1.0,0.0
0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,1.0,1.0,0.0
0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,1.0,1.0,0.0
1133.0,1986,30.0,1133.0,2.0,32.0,93.75,1.0,1133.0,1.0,2.0,50.0
0.0,1988,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,1.0,1.0,0.0
0.0,1996,0.0,1341.0,23.0,23.0,0.0,0.0,1133.0,1.0,1.0,0.0
1133.0,2006,20.0,1133.0,10.0,30.0,66.66666666666667,2.0,1133.0,1.0,3.0,66.66666666666667
0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,1.0,1.0,0.0
0.0,1986,0.0,1159.0,22.0,22.0,0.0,0.0,1135.0,1.0,1.0,0.0
0.0,2022,0.0,1175.0,25.0,25.0,0.0,0.0,1136.0,1.0,1.0,0.0
0.0,2022,0.0,1249.0,27.0,27.0,0.0,0.0,1136.0,1.0,1.0,0.0
0.0,1987,0.0,1271.0,24.0,24.0,0.0,0.0,1137.0,1.0,1.0,0.0
0.0,1989,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,1.0,1.0,0.0
1137.0,2005,22.0,1137.0,9.0,31.0,70.96774193548387,1.0,1137.0,1.0,2.0,50.0
1137.0,2006,25.0,1137.0,4.0,29.0,86.20689655172414,1.0,1137.0,1.0,2.0,50.0
0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,1.0,1.0,0.0
0.0,2013,0.0,1212.0,28.0,28.0,0.0,0.0,1137.0,1.0,1.0,0.0
0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,1.0,1.0,0.0
0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,1.0,1.0,0.0
0.0,2015,0.0,1212.0,27.0,27.0,0.0,0.0,1138.0,1.0,1.0,0.0
0.0,2015,0.0,1363.0,28.0,28.0,0.0,0.0,1138.0,1.0,1.0,0.0
0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,1.0,1.0,0.0
1138.0,2018,25.0,1138.0,8.0,33.0,75.75757575757575,1.0,1138.0,1.0,2.0,50.0
1138.0,2019,30.0,1138.0,3.0,33.0,90.9090909090909,1.0,1138.0,1.0,2.0,50.0
0.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,1.0,1.0,0.0
0.0,1998,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,1.0,1.0,0.0
0.0,2000,0.0,1212.0,28.0,28.0,0.0,0.0,1139.0,1.0,1.0,0.0
0.0,2000,0.0,1258.0,26.0,26.0,0.0,0.0,1139.0,1.0,1.0,0.0
1139.0,2001,21.0,1139.0,7.0,28.0,75.0,1.0,1139.0,1.0,2.0,50.0
1139.0,2003,24.0,1139.0,5.0,29.0,82.75862068965517,2.0,1139.0,1.0,3.0,66.66666666666667
1139.0,2007,25.0,1139.0,6.0,31.0,80.64516129032258,2.0,1139.0,1.0,3.0,66.66666666666667
1139.0,2008,29.0,1139.0,3.0,32.0,90.625,1.0,1139.0,1.0,2.0,50.0
0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,1.0,1.0,0.0
1139.0,2010,28.0,1139.0,4.0,32.0,87.5,5.0,1139.0,1.0,6.0,83.33333333333333
1139.0,2011,22.0,1139.0,9.0,31.0,70.96774193548387,5.0,1139.0,1.0,6.0,83.33333333333333
1139.0,2013,25.0,1139.0,8.0,33.0,75.75757575757575,1.0,1139.0,1.0,2.0,50.0
1139.0,2015,22.0,1139.0,10.0,32.0,68.75,1.0,1139.0,1.0,2.0,50.0
1139.0,2016,21.0,1139.0,10.0,31.0,67.74193548387096,1.0,1139.0,1.0,2.0,50.0
1139.0,2017,23.0,1139.0,8.0,31.0,74.19354838709677,2.0,1139.0,1.0,3.0,66.66666666666667
1139.0,2018,20.0,1139.0,13.0,33.0,60.60606060606061,1.0,1139.0,1.0,2.0,50.0
0.0,1987,0.0,1271.0,24.0,24.0,0.0,0.0,1140.0,1.0,1.0,0.0
1140.0,1988,25.0,1140.0,5.0,30.0,83.33333333333333,1.0,1140.0,1.0,2.0,50.0
0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
1140.0,1991,20.0,1140.0,12.0,32.0,62.5,1.0,1140.0,1.0,2.0,50.0
0.0,1992,0.0,1341.0,26.0,26.0,0.0,0.0,1140.0,1.0,1.0,0.0
1140.0,1993,24.0,1140.0,8.0,32.0,75.0,1.0,1140.0,1.0,2.0,50.0
0.0,1995,0.0,1142.0,26.0,26.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2001,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2008,0.0,1312.0,29.0,29.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
1140.0,2010,28.0,1140.0,5.0,33.0,84.84848484848484,1.0,1140.0,1.0,2.0,50.0
1140.0,2011,29.0,1140.0,4.0,33.0,87.87878787878788,2.0,1140.0,1.0,3.0,66.66666666666667
1140.0,2012,23.0,1140.0,8.0,31.0,74.19354838709677,1.0,1140.0,1.0,2.0,50.0
0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2015,0.0,1212.0,27.0,27.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2015,0.0,1363.0,28.0,28.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2021,0.0,1152.0,9.0,9.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1.0,1.0,0.0
0.0,1987,0.0,1271.0,24.0,24.0,0.0,0.0,1141.0,1.0,1.0,0.0
1141.0,2003,23.0,1141.0,6.0,29.0,79.3103448275862,1.0,1141.0,1.0,2.0,50.0
1142.0,2014,11.0,1142.0,19.0,30.0,36.666666666666664,1.0,1142.0,1.0,2.0,50.0
1143.0,1990,20.0,1143.0,9.0,29.0,68.96551724137932,1.0,1143.0,1.0,2.0,50.0
1143.0,1993,19.0,1143.0,8.0,27.0,70.37037037037037,2.0,1143.0,1.0,3.0,66.66666666666667
0.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,1.0,1.0,0.0
0.0,1996,0.0,1341.0,23.0,23.0,0.0,0.0,1143.0,1.0,1.0,0.0
1143.0,1997,21.0,1143.0,8.0,29.0,72.41379310344827,2.0,1143.0,1.0,3.0,66.66666666666667
0.0,2001,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,1.0,1.0,0.0
1143.0,2002,22.0,1143.0,8.0,30.0,73.33333333333333,1.0,1143.0,1.0,2.0,50.0
1143.0,2003,21.0,1143.0,8.0,29.0,72.41379310344827,1.0,1143.0,1.0,2.0,50.0
0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,1.0,1.0,0.0
