Season,TeamID,Opponent_WinPct,Opponent_PointDiff,AdjPointDiff
1986,1438,66.66666667,9,600
1986,1439,50,9,450
1986,1443,75,32,2400
1986,1449,66.66666667,14,933.3333333
1986,1193,50,24,1200
1986,1452,50,8,400
1986,1462,66.66666667,19,1266.666667
1986,1207,66.66666667,14,933.3333333
1986,1210,65,13,845
1986,1228,66.66666667,19,1266.666667
1986,1231,66.66666667,10,666.6666667
1986,1234,75,20,1500
1986,1235,62.5,13,812.5
1986,1239,50,11,550
1986,1242,68.75,28,1925
1986,1246,65.55555556,14.66666667,961.4814815
1986,1257,71,33,2343
1986,1261,72.91666667,38.75,2825.520833
1986,1265,66.66666667,20,1333.333333
1986,1268,66.66666667,29,1933.333333
1986,1272,80,17,1360
1986,1275,66.66666667,5,333.3333333
1986,1276,66.66666667,5,333.3333333
1986,1277,65,35.5,2307.5
1987,1281,50,1,50
1987,1283,66.66666667,15,1000
1987,1292,66.66666667,14,933.3333333
1987,1298,50,15,750
1987,1299,66.66666667,42,2800
1987,1301,66.66666667,31,2066.666667
1987,1309,66.66666667,42,2800
1987,1314,66.66666667,25.66666667,1711.111111
1987,1318,50,9,450
1987,1323,62.5,32.5,2031.25
1987,1326,75,38,2850
1987,1328,62.5,26,1625
1987,1335,75,49,3675
1987,1338,66.66666667,8,533.3333333
1987,1344,68.75,32.25,2217.1875
1987,1345,66.66666667,31,2066.666667
1987,1104,65,32.5,2112.5
1987,1360,50,1,50
1987,1365,75,27,2025
1987,1112,50,7,350
1987,1120,100,63,6300
1987,1122,80,61,4880
1987,1380,50,19,950
1987,1385,66.66666667,22,1466.666667
1987,1393,74.33333333,41.2,3062.533333
1987,1137,75,38,2850
1987,1395,66.66666667,14,933.3333333
1987,1396,75,21,1575
1987,1140,50,4,200
1987,1141,50,19,950
1987,1401,66.66666667,12,800
1987,1409,66.66666667,8,533.3333333
1987,1155,50,5,250
1987,1412,80,61,4880
1987,1417,66.66666667,14,933.3333333
1987,1424,72.91666667,26.75,1950.520833
1987,1431,75,27,2025
1987,1177,62.5,11.5,718.75
1987,1181,75,32,2400
1987,1438,66.66666667,14,933.3333333
1987,1443,83.33333333,48,4000
1987,1193,100,63,6300
1987,1196,66.66666667,28.5,1900
1987,1452,50,2,100
1987,1455,50,2,100
1987,1204,83.33333333,48,4000
1987,1461,65,40,2600
1987,1462,66.66666667,12,800
1987,1207,65.55555556,30,1966.666667
1987,1208,50,3,150
1987,1210,75,21,1575
1987,1222,66.66666667,15,1000
1987,1226,80,61,4880
1987,1228,50,1,50
1987,1231,71,28.6,2030.6
1987,1234,65.55555556,25.33333333,1660.740741
1987,1242,62.5,21.5,1343.75
1987,1243,80,61,4880
1987,1246,50,14,700
1987,1256,66.66666667,22,1466.666667
1987,1261,72.22222222,34.66666667,2503.703704
1987,1265,50,25,1250
1987,1267,50,16,800
1987,1276,75,49,3675
1988,1281,66.66666667,10,666.6666667
1988,1283,50,4,200
1988,1293,100,53,5300
1988,1299,50,14,700
1988,1301,50,3,150
1988,1314,65.55555556,46.33333333,3037.407407
1988,1317,75,53,3975
1988,1323,50,8,400
1988,1328,74.33333333,42.2,3136.866667
1988,1333,66.66666667,30,2000
1988,1338,66.66666667,9,600
1988,1345,62.5,19.5,1218.75
1988,1348,65,28,1820
1988,1350,62.5,34.5,2156.25
1988,1364,50,10,500
1988,1112,68.75,44,3025
1988,1371,80,107,8560
1988,1116,75,17,1275
1988,1374,80,42,3360
1988,1120,83.33333333,85,7083.333333
1988,1124,50,15,750
1988,1380,66.66666667,24,1600
1988,1385,50,3,150
1988,1129,66.66666667,28,1866.666667
1988,1131,80,42,3360
1988,1133,50,4,200
1988,1393,66.66666667,10,666.6666667
1988,1140,66.66666667,30,2000
1988,1396,65.55555556,17.33333333,1136.296296
1988,1150,50,6,300
1988,1151,83.33333333,85,7083.333333
1988,1165,80,107,8560
1988,1424,66.66666667,22,1466.666667
1988,1427,50,9,450
1988,1429,66.66666667,9,600
1988,1431,50,16,800
1988,1177,75,24,1800
1988,1435,75,35.5,2662.5
1988,1181,72.91666667,32,2333.333333
1988,1437,66.66666667,39.33333333,2622.222222
1988,1185,50,18,900
1988,1192,66.66666667,42,2800
1988,1196,66.66666667,28,1866.666667
1988,1455,50,21,1050
1988,1199,66.66666667,22,1466.666667
1988,1461,50,4,200
1988,1462,100,53,5300
1988,1207,75,57,4275
1988,1210,66.66666667,7,466.6666667
1988,1228,75,17,1275
1988,1231,66.66666667,7,466.6666667
1988,1234,65,55.5,3607.5
1988,1235,50,12,600
1988,1242,71,32.6,2314.6
1988,1243,72.22222222,38.66666667,2792.592593
1988,1246,62.5,13.5,843.75
1988,1247,75,24,1800
1988,1250,75,57,4275
1988,1257,66.66666667,45.5,3033.333333
1988,1258,75,53,3975
1988,1261,50,3,150
1988,1268,66.66666667,24,1600
1988,1272,66.66666667,42,2800
1988,1276,62.5,28,1750
1989,1281,62.5,23.5,1468.75
1989,1283,83.33333333,76,6333.333333
1989,1292,75,25,1875
1989,1301,62.5,15,937.5
1989,1314,75,34.5,2587.5
1989,1323,75,16,1200
1989,1328,62.5,17,1062.5
1989,1333,50,4,200
1989,1338,50,4,200
1989,1343,75,16,1200
1989,1344,75,25,1875
1989,1352,66.66666667,60,4000
1989,1353,50,14,700
1989,1354,80,53,4240
1989,1104,50,2,100
1989,1112,62.5,20.5,1281.25
1989,1114,66.66666667,14,933.3333333
1989,1371,74.33333333,36.2,2690.866667
1989,1116,66.66666667,14,933.3333333
1989,1373,66.66666667,24,1600
1989,1375,100,59,5900
1989,1376,66.66666667,21,1400
1989,1123,80,35,2800
1989,1380,66.66666667,21,1400
1989,1388,50,13,650
1989,1390,50,2,100
1989,1393,65.55555556,30.66666667,2010.37037
1989,1137,75,41,3075
1989,1397,50,16,800
1989,1400,66.66666667,35,2333.333333
1989,1155,66.66666667,60,4000
1989,1161,75,41,3075
1989,1417,66.66666667,21,1400
1989,1166,66.66666667,35,2333.333333
1989,1424,66.66666667,46.33333333,3088.888889
1989,1431,66.66666667,37,2466.666667
1989,1177,75,28,2100
1989,1435,50,16,800
1989,1181,68.75,33,2268.75
1989,1438,72.22222222,39,2816.666667
1989,1190,66.66666667,44,2933.333333
1989,1191,83.33333333,76,6333.333333
1989,1452,80,53,4240
1989,1196,50,22,1100
1989,1199,50,14,700
1989,1206,66.66666667,37,2466.666667
1989,1207,65.55555556,30,1966.666667
1989,1462,100,59,5900
1989,1210,50,6,300
1989,1225,75,28,2100
1989,1228,72.91666667,29.5,2151.041667
1989,1231,66.66666667,43.5,2900
1989,1234,66.66666667,21,1400
1989,1235,50,10,500
1989,1243,66.66666667,24,1600
1989,1247,50,9,450
1989,1256,66.66666667,44,2933.333333
1989,1257,65,27,1755
1989,1258,50,19,950
1989,1261,50,11,550
1989,1270,80,35,2800
1989,1272,50,3,150
1989,1276,71,31.8,2257.8
1989,1278,65,27.5,1787.5
1990,1281,50,3,150
1990,1283,66.66666667,15,1000
1990,1293,66.66666667,8,533.3333333
1990,1308,75,55,4125
1990,1314,65,20.5,1332.5
1990,1320,75,13,975
1990,1323,50,8,400
1990,1326,100,112,11200
1990,1328,66.66666667,15,1000
1990,1333,66.66666667,3,200
1990,1343,80,32,2560
1990,1344,50,1,50
1990,1345,75,26,1950
1990,1350,83.33333333,63,5250
1990,1352,50,8,400
1990,1104,62.5,33.5,2093.75
1990,1364,66.66666667,8,533.3333333
1990,1112,66.66666667,39,2600
1990,1114,100,112,11200
1990,1116,68.75,26.5,1821.875
1990,1378,50,12,600
1990,1123,75,65.5,4912.5
1990,1379,50,16,800
1990,1385,83.33333333,63,5250
1990,1131,75,45,3375
1990,1393,62.5,10.5,656.25
1990,1140,66.66666667,6,400
1990,1396,50,16,800
1990,1143,75,45,3375
1990,1400,65.55555556,18.33333333,1201.851852
1990,1406,50,9,450
1990,1155,62.5,30.5,1906.25
1990,1411,50,18,900
1990,1412,66.66666667,13,866.6666667
1990,1417,66.66666667,35.5,2366.666667
1990,1161,66.66666667,39,2600
1990,1163,66.66666667,23.66666667,1577.777778
1990,1419,50,12,600
1990,1164,66.66666667,24,1600
1990,1424,71,28.8,2044.8
1990,1173,80,32,2560
1990,1431,75,13,975
1990,1181,74.33333333,43.6,3240.933333
1990,1438,66.66666667,24,1600
1990,1437,50,7,350
1990,1190,80,22,1760
1990,1462,62.5,22,1375
1990,1207,66.66666667,11,733.3333333
1990,1208,75,26,1950
1990,1210,72.91666667,35,2552.083333
1990,1222,50,4,200
1990,1225,50,19,950
1990,1228,50,2,100
1990,1229,50,6,300
1990,1231,50,2,100
1990,1242,66.66666667,13,866.6666667
1990,1243,66.66666667,11,733.3333333
1990,1247,66.66666667,6,400
1990,1257,66.66666667,3,200
1990,1258,72.22222222,52.33333333,3779.62963
1990,1261,80,22,1760
1990,1276,75,55,4125
1990,1277,65,13,845
1990,1278,65.55555556,16.33333333,1070.740741
1991,1280,66.66666667,23,1533.333333
1991,1285,80,71,5680
1991,1293,66.66666667,18,1200
1991,1296,75,32,2400
1991,1301,66.66666667,22,1466.666667
1991,1304,50,5,250
1991,1307,66.66666667,22,1466.666667
1991,1308,50,8,400
1991,1309,83.33333333,53,4416.666667
1991,1314,68.75,29.25,2010.9375
1991,1318,80,79,6320
1991,1326,62.5,24.5,1531.25
1991,1329,62.5,34,2125
1991,1336,66.66666667,23,1533.333333
1991,1337,75,36,2700
1991,1338,83.33333333,53,4416.666667
1991,1343,50,2,100
1991,1345,75,39,2925
1991,1350,75,39,2925
1991,1353,50,3,150
1991,1104,62.5,38.5,2406.25
1991,1112,62.5,24.5,1531.25
1991,1113,75,71,5325
1991,1371,65.55555556,35.66666667,2338.148148
1991,1116,66.66666667,24.66666667,1644.444444
1991,1375,66.66666667,11,733.3333333
1991,1379,50,29,1450
1991,1384,66.66666667,28,1866.666667
1991,1385,72.22222222,35.66666667,2575.925926
1991,1389,50,8,400
1991,1393,50,4,200
1991,1140,66.66666667,28,1866.666667
1991,1396,65.55555556,35,2294.444444
1991,1400,75,32,2400
1991,1406,66.66666667,15,1000
1991,1157,66.66666667,32,2133.333333
1991,1417,50,5,250
1991,1163,75,44.5,3337.5
1991,1419,100,84,8400
1991,1166,75,36,2700
1991,1424,72.91666667,35.25,2570.3125
1991,1425,50,3,150
1991,1428,65,36.5,2372.5
1991,1177,50,17,850
1991,1435,50,10,500
1991,1181,71,38.4,2726.4
1991,1437,80,79,6320
1991,1438,50,13,650
1991,1185,65,42,2730
1991,1190,50,3,150
1991,1448,66.66666667,18,1200
1991,1453,50,2,100
1991,1199,66.66666667,32,2133.333333
1991,1462,66.66666667,33,2200
1991,1207,80,71,5680
1991,1208,50,8,400
1991,1209,75,71,5325
1991,1210,66.66666667,15,1000
1991,1231,66.66666667,28,1866.666667
1991,1234,100,84,8400
1991,1242,74.33333333,54.8,4073.466667
1991,1256,50,6,300
1991,1261,66.66666667,33,2200
1991,1277,66.66666667,11,733.3333333
1992,1281,66.66666667,19,1266.666667
1992,1283,50,7,350
1992,1285,66.66666667,20,1333.333333
1992,1290,75,57,4275
1992,1293,50,11,550
1992,1304,50,21,1050
1992,1308,62.5,23.5,1468.75
1992,1314,62.5,31,1937.5
1992,1326,66.66666667,21.66666667,1444.444444
1992,1328,50,4,200
1992,1329,66.66666667,17,1133.333333
1992,1330,75,37,2775
1992,1337,75,16,1200
1992,1343,50,8,400
1992,1352,75,43,3225
1992,1104,66.66666667,14,933.3333333
1992,1112,50,7,350
1992,1371,75,43,3225
1992,1116,75,16,1200
1992,1378,50,15,750
1992,1385,50,4,200
1992,1390,50,5,250
1992,1393,66.66666667,33,2200
1992,1140,50,11,550
1992,1396,83.33333333,30,2500
1992,1400,50,6,300
1992,1144,100,75,7500
1992,1150,50,2,100
1992,1408,66.66666667,43,2866.666667
1992,1153,68.75,16,1100
1992,1417,65.55555556,42,2753.333333
1992,1418,66.66666667,16,1066.666667
1992,1163,75,57,4275
1992,1419,50,30,1500
1992,1425,66.66666667,6,400
1992,1174,80,83,6640
1992,1431,65,58,3770
1992,1177,66.66666667,16,1066.666667
1992,1181,71,35.8,2541.8
1992,1183,80,87,6960
1992,1190,83.33333333,30,2500
1992,1191,66.66666667,11,733.3333333
1992,1448,50,23,1150
1992,1452,50,11,550
1992,1199,65,51,3315
1992,1200,66.66666667,33,2200
1992,1204,66.66666667,43,2866.666667
1992,1207,66.66666667,20,1333.333333
1992,1210,62.5,23,1437.5
1992,1222,66.66666667,6,400
1992,1224,50,33,1650
1992,1231,72.91666667,37.25,2716.145833
1992,1234,100,75,7500
1992,1235,75,37,2775
1992,1242,66.66666667,11,733.3333333
1992,1246,72.22222222,36.66666667,2648.148148
1992,1247,66.66666667,19,1266.666667
1992,1257,75,43,3225
1992,1261,80,87,6960
1992,1269,62.5,22.5,1406.25
1992,1272,65.55555556,33.33333333,2185.185185
1992,1275,66.66666667,14,933.3333333
1992,1276,74.33333333,53,3939.666667
1992,1277,80,83,6640
1993,1281,75,33,2475
1993,1304,50,14,700
1993,1307,66.66666667,24,1600
1993,1308,75,81,6075
1993,1309,50,18,900
1993,1314,71,46.4,3294.4
1993,1329,66.66666667,21,1400
1993,1335,50,4,200
1993,1338,50,21,1050
1993,1345,50,6,300
1993,1348,100,94,9400
1993,1351,80,124,9920
1993,1356,50,35,1750
1993,1365,75,33,2475
1993,1112,50,3,150
1993,1371,66.66666667,7,466.6666667
1993,1116,75,56,4200
1993,1374,50,9,450
1993,1123,80,59,4720
1993,1380,66.66666667,24,1600
1993,1385,66.66666667,36,2400
1993,1129,66.66666667,37,2466.666667
1993,1140,80,59,4720
1993,1396,66.66666667,30,2000
1993,1398,50,22,1100
1993,1143,65,47,3055
1993,1403,50,18,900
1993,1151,66.66666667,29,1933.333333
1993,1408,75,46,3450
1993,1153,72.22222222,45,3250
1993,1157,83.33333333,50,4166.666667
1993,1417,83.33333333,50,4166.666667
1993,1419,50,13,650
1993,1164,75,81,6075
1993,1428,80,124,9920
1993,1174,66.66666667,21,1400
1993,1435,62.5,18,1125
1993,1181,66.66666667,7,466.6666667
1993,1438,62.5,42.5,2656.25
1993,1443,62.5,34,2125
1993,1187,100,94,9400
1993,1191,75,46,3450
1993,1448,65,68.5,4452.5
1993,1199,65.55555556,44.33333333,2906.296296
1993,1203,66.66666667,32.5,2166.666667
1993,1460,75,59,4425
1993,1462,75,59,4425
1993,1210,50,15,750
1993,1221,66.66666667,36,2400
1993,1228,66.66666667,37,2466.666667
1993,1231,65.55555556,32.66666667,2141.481481
1993,1234,66.66666667,29,1933.333333
1993,1235,50,11,550
1993,1242,72.91666667,42.25,3080.729167
1993,1243,50,2,100
1993,1246,68.75,36.5,2509.375
1993,1253,50,3,150
1993,1257,62.5,35.5,2218.75
1993,1261,66.66666667,7,466.6666667
1993,1264,66.66666667,27,1800
1993,1266,50,12,600
1993,1269,66.66666667,27,1800
1993,1272,66.66666667,7,466.6666667
1993,1276,74.33333333,57.2,4251.866667
1994,1281,65.55555556,32.66666667,2141.481481
1994,1298,75,46,3450
1994,1299,100,67,6700
1994,1304,50,10,500
1994,1307,50,3,150
1994,1308,50,10,500
1994,1314,75,15,1125
1994,1325,66.66666667,21,1400
1994,1329,66.66666667,12,800
1994,1335,80,31,2480
1994,1337,75,16,1200
1994,1344,50,6,300
1994,1345,66.66666667,31,2066.666667
1994,1351,66.66666667,30,2000
1994,1356,50,14,700
1994,1104,75,46,3450
1994,1112,72.91666667,32.5,2369.791667
1994,1371,50,11,550
1994,1116,71,30.6,2172.6
1994,1129,66.66666667,14,933.3333333
1994,1130,65.55555556,24,1573.333333
1994,1387,66.66666667,16,1066.666667
1994,1393,62.5,25,1562.5
1994,1396,66.66666667,21,1400
1994,1398,50,13,650
1994,1143,50,4,200
1994,1400,75,16,1200
1994,1402,50,18,900
1994,1151,66.66666667,40,2666.666667
1994,1409,75,38.5,2887.5
1994,1153,50,8,400
1994,1411,83.33333333,47,3916.666667
1994,1412,50,5,250
1994,1158,50,10,500
1994,1416,75,46,3450
1994,1417,66.66666667,12,800
1994,1418,66.66666667,34,2266.666667
1994,1163,65,18,1170
1994,1180,50,22,1100
1994,1181,74.33333333,37.8,2809.8
1994,1438,80,71,5680
1994,1443,50,14,700
1994,1448,66.66666667,40,2666.666667
1994,1450,75,15,1125
1994,1196,68.75,25.5,1753.125
1994,1453,66.66666667,19,1266.666667
1994,1458,75,46,3450
1994,1203,66.66666667,30,2000
1994,1207,100,67,6700
1994,1218,66.66666667,19,1266.666667
1994,1228,50,7,350
1994,1231,62.5,18.5,1156.25
1994,1241,80,31,2480
1994,1242,62.5,28,1750
1994,1246,66.66666667,34,2266.666667
1994,1251,50,20,1000
1994,1257,65,42.5,2762.5
1994,1259,80,71,5680
1994,1266,66.66666667,30,2000
1994,1268,62.5,17,1062.5
1994,1269,66.66666667,16,1066.666667
1994,1276,72.22222222,32.33333333,2335.185185
1994,1277,83.33333333,47,3916.666667
1994,1278,66.66666667,14,933.3333333
1995,1280,75,49,3675
1995,1281,100,86,8600
1995,1291,75,92,6900
1995,1293,80,55,4400
1995,1299,66.66666667,37,2466.666667
1995,1311,75,39,2925
1995,1314,68.75,31,2131.25
1995,1328,50,10,500
1995,1329,72.91666667,48.25,3518.229167
1995,1330,66.66666667,18,1200
1995,1332,50,17,850
1995,1335,50,6,300
1995,1345,66.66666667,23,1533.333333
1995,1356,50,4,200
1995,1104,80,57,4560
1995,1365,66.66666667,22,1466.666667
1995,1112,50,9,450
1995,1113,62.5,51,3187.5
1995,1116,74.33333333,41.4,3077.4
1995,1123,66.66666667,25,1666.666667
1995,1387,66.66666667,37,2466.666667
1995,1389,75,64,4800
1995,1390,75,64,4800
1995,1393,83.33333333,22,1833.333333
1995,1396,50,6,300
1995,1140,50,6,300
1995,1400,66.66666667,38,2533.333333
1995,1150,50,2,100
1995,1151,75,44,3300
1995,1408,75,92,6900
1995,1153,75,44,3300
1995,1409,62.5,36,2250
1995,1411,83.33333333,22,1833.333333
1995,1159,66.66666667,19,1266.666667
1995,1417,71,30,2130
1995,1163,72.22222222,43.33333333,3129.62963
1995,1428,66.66666667,22,1466.666667
1995,1180,80,57,4560
1995,1437,50,8,400
1995,1438,66.66666667,16.66666667,1111.111111
1995,1443,66.66666667,19,1266.666667
1995,1448,65,30,1950
1995,1451,66.66666667,7,466.6666667
1995,1196,50,3,150
1995,1453,50,1,50
1995,1198,100,86,8600
1995,1462,66.66666667,7,466.6666667
1995,1207,65,31,2015
1995,1211,66.66666667,38,2533.333333
1995,1228,66.66666667,18,1200
1995,1231,50,5,250
1995,1235,80,55,4400
1995,1242,62.5,22.5,1406.25
1995,1246,65.55555556,28.66666667,1879.259259
1995,1253,50,12,600
1995,1257,66.66666667,23,1533.333333
1995,1264,66.66666667,25,1666.666667
1995,1268,62.5,30.5,1906.25
1995,1269,65.55555556,25.66666667,1682.592593
1995,1272,66.66666667,11.5,766.6666667
1995,1275,75,39,2925
1995,1276,50,6,300
1995,1277,50,7,350
1995,1278,50,3,150
1996,1280,68.75,29.25,2010.9375
1996,1284,50,24,1200
1996,1286,83.33333333,57,4750
1996,1290,75,56,4200
1996,1296,66.66666667,20,1333.333333
1996,1307,75,56,4200
1996,1309,50,21,1050
1996,1314,66.66666667,20,1333.333333
1996,1328,50,18,900
1996,1336,66.66666667,15,1000
1996,1339,50,34,1700
1996,1343,80,44,3520
1996,1345,66.66666667,14,933.3333333
1996,1354,75,66,4950
1996,1363,100,129,12900
1996,1365,75,66,4950
1996,1112,62.5,34,2125
1996,1116,65,45.5,2957.5
1996,1122,66.66666667,25,1666.666667
1996,1130,66.66666667,25,1666.666667
1996,1133,50,8,400
1996,1390,80,67,5360
1996,1393,74.33333333,53,3939.666667
1996,1396,75,35,2625
1996,1143,50,10,500
1996,1400,75,16,1200
1996,1145,66.66666667,35,2333.333333
1996,1403,62.5,38.5,2406.25
1996,1153,65.55555556,29,1901.111111
1996,1409,66.66666667,6,400
1996,1155,66.66666667,14,933.3333333
1996,1159,66.66666667,23,1533.333333
1996,1416,80,67,5360
1996,1417,50,2,100
1996,1163,65,29.5,1917.5
1996,1419,75,16,1200
1996,1422,75,35,2625
1996,1428,75,69.5,5212.5
1996,1433,80,44,3520
1996,1434,66.66666667,53,3533.333333
1996,1180,83.33333333,57,4750
1996,1437,66.66666667,6,400
1996,1181,50,15,750
1996,1439,100,129,12900
1996,1185,66.66666667,23,1533.333333
1996,1441,50,2,100
1996,1448,72.22222222,46.33333333,3346.296296
1996,1453,50,13,650
1996,1203,50,2,100
1996,1207,65.55555556,36,2360
1996,1208,66.66666667,29.5,1966.666667
1996,1210,62.5,24,1500
1996,1231,50,13,650
1996,1234,66.66666667,53,3533.333333
1996,1235,66.66666667,35,2333.333333
1996,1242,66.66666667,40.66666667,2711.111111
1996,1243,50,21,1050
1996,1246,71,37.6,2669.6
1996,1257,62.5,25,1562.5
1996,1266,66.66666667,15,1000
1996,1268,50,12,600
1996,1269,72.91666667,52,3791.666667
1996,1272,50,12,600
1996,1276,50,4,200
1997,1285,83.33333333,81,6750
1997,1293,50,3,150
1997,1298,75,38,2850
1997,1307,75,24,1800
1997,1314,72.91666667,21,1531.25
1997,1328,66.66666667,19,1266.666667
1997,1330,50,4,200
1997,1334,66.66666667,14,933.3333333
1997,1343,66.66666667,10,666.6666667
1997,1344,72.22222222,16.66666667,1203.703704
1997,1345,66.66666667,28,1866.666667
1997,1348,50,7,350
1997,1112,71,42.2,2996.2
1997,1375,100,32,3200
1997,1376,50,13,650
1997,1130,66.66666667,14,933.3333333
1997,1386,66.66666667,44,2933.333333
1997,1131,50,29,1450
1997,1388,50,22,1100
1997,1390,62.5,30,1875
1997,1139,50,17,850
1997,1396,80,65,5200
1997,1143,65,32,2080
1997,1400,62.5,18.5,1156.25
1997,1402,80,65,5200
1997,1149,75,48,3600
1997,1150,75,38,2850
1997,1151,62.5,26,1625
1997,1153,66.66666667,13,866.6666667
1997,1409,66.66666667,18,1200
1997,1155,65,47,3055
1997,1158,100,32,3200
1997,1160,80,54,4320
1997,1417,65.55555556,30,1966.666667
1997,1164,66.66666667,14,933.3333333
1997,1425,50,13,650
1997,1428,66.66666667,37.33333333,2488.888889
1997,1434,50,7,350
1997,1435,50,12,600
1997,1437,66.66666667,10,666.6666667
1997,1181,75,39,2925
1997,1438,50,13,650
1997,1448,66.66666667,19,1266.666667
1997,1193,80,54,4320
1997,1458,66.66666667,14,933.3333333
1997,1462,75,48,3600
1997,1207,50,12,600
1997,1208,66.66666667,15,1000
1997,1228,66.66666667,15,1000
1997,1229,66.66666667,13,866.6666667
1997,1231,50,18,900
1997,1234,83.33333333,81,6750
1997,1235,62.5,32.5,2031.25
1997,1238,66.66666667,28,1866.666667
1997,1242,75,19.5,1462.5
1997,1246,74.33333333,32.4,2408.4
1997,1254,50,10,500
1997,1257,65.55555556,24,1573.333333
1997,1266,75,39,2925
1997,1268,50,9,450
1997,1269,75,24,1800
1997,1275,66.66666667,18,1200
1997,1278,68.75,42.25,2904.6875
1997,1279,50,22,1100
1998,1293,75,34,2550
1998,1298,80,72,5760
1998,1304,50,9,450
1998,1307,66.66666667,12,800
1998,1311,75,80,6000
1998,1314,68.75,27.5,1890.625
1998,1319,50,3,150
1998,1328,50,7,350
1998,1329,75,55,4125
1998,1341,50,58,2900
1998,1343,66.66666667,19,1266.666667
1998,1345,65,20,1300
1998,1347,75,55,4125
1998,1348,65.55555556,34.33333333,2250.740741
1998,1350,66.66666667,16,1066.666667
1998,1354,100,80,8000
1998,1362,83.33333333,57,4750
1998,1112,66.66666667,26,1733.333333
1998,1116,83.33333333,57,4750
1998,1375,50,13,650
1998,1376,50,1,50
1998,1385,50,2,100
1998,1387,100,80,8000
1998,1390,72.91666667,42.75,3117.1875
1998,1393,62.5,36,2250
1998,1395,50,9,450
1998,1396,66.66666667,31,2066.666667
1998,1397,50,1,50
1998,1139,50,17,850
1998,1150,80,72,5760
1998,1153,66.66666667,31,2066.666667
1998,1155,50,3,150
1998,1158,80,38,3040
1998,1417,75,49.5,3712.5
1998,1163,65.55555556,31.66666667,2075.925926
1998,1424,50,12,600
1998,1428,74.33333333,54.4,4043.733333
1998,1172,50,19,950
1998,1429,66.66666667,20,1333.333333
1998,1174,66.66666667,54,3600
1998,1178,66.66666667,54,3600
1998,1434,62.5,21.5,1343.75
1998,1181,72.22222222,35.66666667,2575.925926
1998,1185,66.66666667,19,1266.666667
1998,1444,80,38,3040
1998,1192,75,19,1425
