,ID,Pred,Season,LowerTeamID,HigherTeamID
109,1985_1233_1298,0.5,1985,1233,1298
110,1985_1234_1298,0.5,1985,1234,1298
111,1985_1235_1298,0.5,1985,1235,1298
112,1985_1242_1298,0.5,1985,1242,1298
113,1985_1246_1298,0.5,1985,1246,1298
114,1985_1250_1298,0.5,1985,1250,1298
115,1985_1256_1298,0.5,1985,1256,1298
116,1985_1260_1298,0.5,1985,1260,1298
117,1985_1261_1298,0.5,1985,1261,1298
118,1985_1267_1298,0.5,1985,1267,1298
119,1985_1268_1298,0.5,1985,1268,1298
120,1985_1272_1298,0.5,1985,1272,1298
121,1985_1273_1298,0.5,1985,1273,1298
122,1985_1275_1298,0.5,1985,1275,1298
123,1985_1276_1298,0.5,1985,1276,1298
124,1985_1277_1298,0.5,1985,1277,1298
125,1985_1299_1301,0.5,1985,1299,1301
126,1985_1299_1305,0.5,1985,1299,1305
127,1985_1299_1314,0.5,1985,1299,1314
128,1985_1299_1318,0.5,1985,1299,1318
129,1985_1299_1323,0.5,1985,1299,1323
130,1985_1299_1325,0.5,1985,1299,1325
131,1985_1299_1326,0.5,1985,1299,1326
132,1985_1299_1328,0.5,1985,1299,1328
133,1985_1299_1330,0.5,1985,1299,1330
134,1985_1299_1333,0.5,1985,1299,1333
135,1985_1299_1335,0.5,1985,1299,1335
136,1985_1299_1337,0.5,1985,1299,1337
137,1985_1299_1338,0.5,1985,1299,1338
138,1985_1299_1345,0.5,1985,1299,1345
139,1985_1104_1299,0.5,1985,1104,1299
140,1985_1299_1361,0.5,1985,1299,1361
141,1985_1112_1299,0.5,1985,1112,1299
142,1985_1116_1299,0.5,1985,1116,1299
143,1985_1299_1374,0.5,1985,1299,1374
144,1985_1120_1299,0.5,1985,1120,1299
145,1985_1299_1380,0.5,1985,1299,1380
146,1985_1299_1385,0.5,1985,1299,1385
147,1985_1130_1299,0.5,1985,1130,1299
148,1985_1299_1393,0.5,1985,1299,1393
149,1985_1299_1396,0.5,1985,1299,1396
150,1985_1299_1403,0.5,1985,1299,1403
151,1985_1299_1409,0.5,1985,1299,1409
152,1985_1299_1412,0.5,1985,1299,1412
153,1985_1299_1424,0.5,1985,1299,1424
154,1985_1299_1425,0.5,1985,1299,1425
155,1985_1173_1299,0.5,1985,1173,1299
156,1985_1299_1431,0.5,1985,1299,1431
157,1985_1299_1433,0.5,1985,1299,1433
158,1985_1177_1299,0.5,1985,1177,1299
159,1985_1181_1299,0.5,1985,1181,1299
160,1985_1299_1437,0.5,1985,1299,1437
161,1985_1299_1439,0.5,1985,1299,1439
162,1985_1192_1299,0.5,1985,1192,1299
163,1985_1299_1449,0.5,1985,1299,1449
164,1985_1299_1455,0.5,1985,1299,1455
165,1985_1207_1299,0.5,1985,1207,1299
166,1985_1208_1299,0.5,1985,1208,1299
167,1985_1210_1299,0.5,1985,1210,1299
168,1985_1228_1299,0.5,1985,1228,1299
169,1985_1229_1299,0.5,1985,1229,1299
170,1985_1233_1299,0.5,1985,1233,1299
171,1985_1234_1299,0.5,1985,1234,1299
172,1985_1235_1299,0.5,1985,1235,1299
173,1985_1242_1299,0.5,1985,1242,1299
174,1985_1246_1299,0.5,1985,1246,1299
175,1985_1250_1299,0.5,1985,1250,1299
176,1985_1256_1299,0.5,1985,1256,1299
177,1985_1260_1299,0.5,1985,1260,1299
178,1985_1261_1299,0.5,1985,1261,1299
179,1985_1267_1299,0.5,1985,1267,1299
180,1985_1268_1299,0.5,1985,1268,1299
181,1985_1272_1299,0.5,1985,1272,1299
182,1985_1273_1299,0.5,1985,1273,1299
183,1985_1275_1299,0.5,1985,1275,1299
184,1985_1276_1299,0.5,1985,1276,1299
185,1985_1277_1299,0.5,1985,1277,1299
186,1985_1301_1305,0.5,1985,1301,1305
187,1985_1301_1314,0.5,1985,1301,1314
188,1985_1301_1318,0.5,1985,1301,1318
189,1985_1301_1323,0.5,1985,1301,1323
190,1985_1301_1325,0.5,1985,1301,1325
191,1985_1301_1326,0.5,1985,1301,1326
192,1985_1301_1328,0.5,1985,1301,1328
193,1985_1301_1330,0.5,1985,1301,1330
194,1985_1301_1333,0.5,1985,1301,1333
195,1985_1301_1335,0.5,1985,1301,1335
196,1985_1301_1337,0.5,1985,1301,1337
197,1985_1301_1338,0.5,1985,1301,1338
198,1985_1301_1345,0.5,1985,1301,1345
199,1985_1104_1301,0.5,1985,1104,1301
200,1985_1301_1361,0.5,1985,1301,1361
201,1985_1112_1301,0.5,1985,1112,1301
202,1985_1116_1301,0.5,1985,1116,1301
203,1985_1301_1374,0.5,1985,1301,1374
204,1985_1120_1301,0.5,1985,1120,1301
205,1985_1301_1380,0.5,1985,1301,1380
206,1985_1301_1385,0.5,1985,1301,1385
207,1985_1130_1301,0.5,1985,1130,1301
208,1985_1301_1393,0.5,1985,1301,1393
209,1985_1301_1396,0.5,1985,1301,1396
210,1985_1301_1403,0.5,1985,1301,1403
211,1985_1301_1409,0.5,1985,1301,1409
212,1985_1301_1412,0.5,1985,1301,1412
213,1985_1301_1424,0.5,1985,1301,1424
214,1985_1301_1425,0.5,1985,1301,1425
215,1985_1173_1301,0.5,1985,1173,1301
216,1985_1301_1431,0.5,1985,1301,1431
217,1985_1301_1433,0.5,1985,1301,1433
218,1985_1177_1301,0.5,1985,1177,1301
219,1985_1181_1301,0.5,1985,1181,1301
220,1985_1301_1437,0.5,1985,1301,1437
221,1985_1301_1439,0.5,1985,1301,1439
222,1985_1192_1301,0.5,1985,1192,1301
223,1985_1301_1449,0.5,1985,1301,1449
224,1985_1301_1455,0.5,1985,1301,1455
225,1985_1207_1301,0.5,1985,1207,1301
226,1985_1208_1301,0.5,1985,1208,1301
227,1985_1210_1301,0.5,1985,1210,1301
228,1985_1228_1301,0.5,1985,1228,1301
229,1985_1229_1301,0.5,1985,1229,1301
230,1985_1233_1301,0.5,1985,1233,1301
231,1985_1234_1301,0.5,1985,1234,1301
232,1985_1235_1301,0.5,1985,1235,1301
233,1985_1242_1301,0.5,1985,1242,1301
234,1985_1246_1301,0.5,1985,1246,1301
235,1985_1250_1301,0.5,1985,1250,1301
236,1985_1256_1301,0.5,1985,1256,1301
237,1985_1260_1301,0.5,1985,1260,1301
238,1985_1261_1301,0.5,1985,1261,1301
239,1985_1267_1301,0.5,1985,1267,1301
240,1985_1268_1301,0.5,1985,1268,1301
241,1985_1272_1301,0.5,1985,1272,1301
242,1985_1273_1301,0.5,1985,1273,1301
243,1985_1275_1301,0.5,1985,1275,1301
244,1985_1276_1301,0.5,1985,1276,1301
245,1985_1277_1301,0.5,1985,1277,1301
246,1985_1305_1314,0.5,1985,1305,1314
247,1985_1305_1318,0.5,1985,1305,1318
248,1985_1305_1323,0.5,1985,1305,1323
249,1985_1305_1325,0.5,1985,1305,1325
250,1985_1305_1326,0.5,1985,1305,1326
251,1985_1305_1328,0.5,1985,1305,1328
252,1985_1305_1330,0.5,1985,1305,1330
253,1985_1305_1333,0.5,1985,1305,1333
254,1985_1305_1335,0.5,1985,1305,1335
255,1985_1305_1337,0.5,1985,1305,1337
256,1985_1305_1338,0.5,1985,1305,1338
257,1985_1305_1345,0.5,1985,1305,1345
258,1985_1104_1305,0.5,1985,1104,1305
259,1985_1305_1361,0.5,1985,1305,1361
260,1985_1112_1305,0.5,1985,1112,1305
261,1985_1116_1305,0.5,1985,1116,1305
262,1985_1305_1374,0.5,1985,1305,1374
263,1985_1120_1305,0.5,1985,1120,1305
264,1985_1305_1380,0.5,1985,1305,1380
265,1985_1305_1385,0.5,1985,1305,1385
266,1985_1130_1305,0.5,1985,1130,1305
267,1985_1305_1393,0.5,1985,1305,1393
268,1985_1305_1396,0.5,1985,1305,1396
269,1985_1305_1403,0.5,1985,1305,1403
270,1985_1305_1409,0.5,1985,1305,1409
271,1985_1305_1412,0.5,1985,1305,1412
272,1985_1305_1424,0.5,1985,1305,1424
273,1985_1305_1425,0.5,1985,1305,1425
274,1985_1173_1305,0.5,1985,1173,1305
275,1985_1305_1431,0.5,1985,1305,1431
276,1985_1305_1433,0.5,1985,1305,1433
277,1985_1177_1305,0.5,1985,1177,1305
278,1985_1181_1305,0.5,1985,1181,1305
279,1985_1305_1437,0.5,1985,1305,1437
280,1985_1305_1439,0.5,1985,1305,1439
281,1985_1192_1305,0.5,1985,1192,1305
282,1985_1305_1449,0.5,1985,1305,1449
283,1985_1305_1455,0.5,1985,1305,1455
284,1985_1207_1305,0.5,1985,1207,1305
285,1985_1208_1305,0.5,1985,1208,1305
286,1985_1210_1305,0.5,1985,1210,1305
287,1985_1228_1305,0.5,1985,1228,1305
288,1985_1229_1305,0.5,1985,1229,1305
289,1985_1233_1305,0.5,1985,1233,1305
290,1985_1234_1305,0.5,1985,1234,1305
291,1985_1235_1305,0.5,1985,1235,1305
292,1985_1242_1305,0.5,1985,1242,1305
293,1985_1246_1305,0.5,1985,1246,1305
294,1985_1250_1305,0.5,1985,1250,1305
295,1985_1256_1305,0.5,1985,1256,1305
296,1985_1260_1305,0.5,1985,1260,1305
297,1985_1261_1305,0.5,1985,1261,1305
298,1985_1267_1305,0.5,1985,1267,1305
299,1985_1268_1305,0.5,1985,1268,1305
300,1985_1272_1305,0.5,1985,1272,1305
301,1985_1273_1305,0.5,1985,1273,1305
302,1985_1275_1305,0.5,1985,1275,1305
303,1985_1276_1305,0.5,1985,1276,1305
304,1985_1277_1305,0.5,1985,1277,1305
305,1985_1314_1318,0.5,1985,1314,1318
306,1985_1314_1323,0.5,1985,1314,1323
307,1985_1314_1325,0.5,1985,1314,1325
308,1985_1314_1326,0.5,1985,1314,1326
309,1985_1314_1328,0.5,1985,1314,1328
310,1985_1314_1330,0.5,1985,1314,1330
311,1985_1314_1333,0.5,1985,1314,1333
312,1985_1314_1335,0.5,1985,1314,1335
313,1985_1314_1337,0.5,1985,1314,1337
314,1985_1314_1338,0.5,1985,1314,1338
315,1985_1314_1345,0.5,1985,1314,1345
316,1985_1104_1314,0.5,1985,1104,1314
317,1985_1314_1361,0.5,1985,1314,1361
318,1985_1112_1314,0.5,1985,1112,1314
319,1985_1116_1314,0.5,1985,1116,1314
320,1985_1314_1374,0.5,1985,1314,1374
321,1985_1120_1314,0.5,1985,1120,1314
322,1985_1314_1380,0.5,1985,1314,1380
323,1985_1314_1385,0.5,1985,1314,1385
324,1985_1130_1314,0.5,1985,1130,1314
325,1985_1314_1393,0.5,1985,1314,1393
326,1985_1314_1396,0.5,1985,1314,1396
327,1985_1314_1403,0.5,1985,1314,1403
328,1985_1314_1409,0.5,1985,1314,1409
329,1985_1314_1412,0.5,1985,1314,1412
330,1985_1314_1424,0.5,1985,1314,1424
331,1985_1314_1425,0.5,1985,1314,1425
332,1985_1173_1314,0.5,1985,1173,1314
333,1985_1314_1431,0.5,1985,1314,1431
334,1985_1314_1433,0.5,1985,1314,1433
335,1985_1177_1314,0.5,1985,1177,1314
336,1985_1181_1314,0.5,1985,1181,1314
337,1985_1314_1437,0.5,1985,1314,1437
338,1985_1314_1439,0.5,1985,1314,1439
339,1985_1192_1314,0.5,1985,1192,1314
340,1985_1314_1449,0.5,1985,1314,1449
341,1985_1314_1455,0.5,1985,1314,1455
342,1985_1207_1314,0.5,1985,1207,1314
343,1985_1208_1314,0.5,1985,1208,1314
344,1985_1210_1314,0.5,1985,1210,1314
345,1985_1228_1314,0.5,1985,1228,1314
346,1985_1229_1314,0.5,1985,1229,1314
347,1985_1233_1314,0.5,1985,1233,1314
348,1985_1234_1314,0.5,1985,1234,1314
349,1985_1235_1314,0.5,1985,1235,1314
350,1985_1242_1314,0.5,1985,1242,1314
351,1985_1246_1314,0.5,1985,1246,1314
352,1985_1250_1314,0.5,1985,1250,1314
353,1985_1256_1314,0.5,1985,1256,1314
354,1985_1260_1314,0.5,1985,1260,1314
355,1985_1261_1314,0.5,1985,1261,1314
356,1985_1267_1314,0.5,1985,1267,1314
357,1985_1268_1314,0.5,1985,1268,1314
358,1985_1272_1314,0.5,1985,1272,1314
359,1985_1273_1314,0.5,1985,1273,1314
360,1985_1275_1314,0.5,1985,1275,1314
361,1985_1276_1314,0.5,1985,1276,1314
362,1985_1277_1314,0.5,1985,1277,1314
363,1985_1318_1323,0.5,1985,1318,1323
364,1985_1318_1325,0.5,1985,1318,1325
365,1985_1318_1326,0.5,1985,1318,1326
366,1985_1318_1328,0.5,1985,1318,1328
367,1985_1318_1330,0.5,1985,1318,1330
368,1985_1318_1333,0.5,1985,1318,1333
369,1985_1318_1335,0.5,1985,1318,1335
370,1985_1318_1337,0.5,1985,1318,1337
371,1985_1318_1338,0.5,1985,1318,1338
372,1985_1318_1345,0.5,1985,1318,1345
373,1985_1104_1318,0.5,1985,1104,1318
374,1985_1318_1361,0.5,1985,1318,1361
375,1985_1112_1318,0.5,1985,1112,1318
376,1985_1116_1318,0.5,1985,1116,1318
377,1985_1318_1374,0.5,1985,1318,1374
378,1985_1120_1318,0.5,1985,1120,1318
379,1985_1318_1380,0.5,1985,1318,1380
380,1985_1318_1385,0.5,1985,1318,1385
381,1985_1130_1318,0.5,1985,1130,1318
382,1985_1318_1393,0.5,1985,1318,1393
383,1985_1318_1396,0.5,1985,1318,1396
384,1985_1318_1403,0.5,1985,1318,1403
385,1985_1318_1409,0.5,1985,1318,1409
386,1985_1318_1412,0.5,1985,1318,1412
387,1985_1318_1424,0.5,1985,1318,1424
388,1985_1318_1425,0.5,1985,1318,1425
389,1985_1173_1318,0.5,1985,1173,1318
390,1985_1318_1431,0.5,1985,1318,1431
391,1985_1318_1433,0.5,1985,1318,1433
392,1985_1177_1318,0.5,1985,1177,1318
393,1985_1181_1318,0.5,1985,1181,1318
394,1985_1318_1437,0.5,1985,1318,1437
395,1985_1318_1439,0.5,1985,1318,1439
396,1985_1192_1318,0.5,1985,1192,1318
397,1985_1318_1449,0.5,1985,1318,1449
398,1985_1318_1455,0.5,1985,1318,1455
399,1985_1207_1318,0.5,1985,1207,1318
400,1985_1208_1318,0.5,1985,1208,1318
401,1985_1210_1318,0.5,1985,1210,1318
402,1985_1228_1318,0.5,1985,1228,1318
403,1985_1229_1318,0.5,1985,1229,1318
404,1985_1233_1318,0.5,1985,1233,1318
405,1985_1234_1318,0.5,1985,1234,1318
406,1985_1235_1318,0.5,1985,1235,1318
407,1985_1242_1318,0.5,1985,1242,1318
408,1985_1246_1318,0.5,1985,1246,1318
409,1985_1250_1318,0.5,1985,1250,1318
410,1985_1256_1318,0.5,1985,1256,1318
411,1985_1260_1318,0.5,1985,1260,1318
412,1985_1261_1318,0.5,1985,1261,1318
413,1985_1267_1318,0.5,1985,1267,1318
414,1985_1268_1318,0.5,1985,1268,1318
415,1985_1272_1318,0.5,1985,1272,1318
416,1985_1273_1318,0.5,1985,1273,1318
417,1985_1275_1318,0.5,1985,1275,1318
418,1985_1276_1318,0.5,1985,1276,1318
419,1985_1277_1318,0.5,1985,1277,1318
420,1985_1323_1325,0.5,1985,1323,1325
421,1985_1323_1326,0.5,1985,1323,1326
422,1985_1323_1328,0.5,1985,1323,1328
423,1985_1323_1330,0.5,1985,1323,1330
424,1985_1323_1333,0.5,1985,1323,1333
425,1985_1323_1335,0.5,1985,1323,1335
426,1985_1323_1337,0.5,1985,1323,1337
427,1985_1323_1338,0.5,1985,1323,1338
428,1985_1323_1345,0.5,1985,1323,1345
429,1985_1104_1323,0.5,1985,1104,1323
430,1985_1323_1361,0.5,1985,1323,1361
431,1985_1112_1323,0.5,1985,1112,1323
432,1985_1116_1323,0.5,1985,1116,1323
433,1985_1323_1374,0.5,1985,1323,1374
434,1985_1120_1323,0.5,1985,1120,1323
435,1985_1323_1380,0.5,1985,1323,1380
436,1985_1323_1385,0.5,1985,1323,1385
437,1985_1130_1323,0.5,1985,1130,1323
438,1985_1323_1393,0.5,1985,1323,1393
439,1985_1323_1396,0.5,1985,1323,1396
440,1985_1323_1403,0.5,1985,1323,1403
441,1985_1323_1409,0.5,1985,1323,1409
442,1985_1323_1412,0.5,1985,1323,1412
443,1985_1323_1424,0.5,1985,1323,1424
444,1985_1323_1425,0.5,1985,1323,1425
445,1985_1173_1323,0.5,1985,1173,1323
446,1985_1323_1431,0.5,1985,1323,1431
447,1985_1323_1433,0.5,1985,1323,1433
448,1985_1177_1323,0.5,1985,1177,1323
449,1985_1181_1323,0.5,1985,1181,1323
450,1985_1323_1437,0.5,1985,1323,1437
451,1985_1323_1439,0.5,1985,1323,1439
452,1985_1192_1323,0.5,1985,1192,1323
453,1985_1323_1449,0.5,1985,1323,1449
454,1985_1323_1455,0.5,1985,1323,1455
455,1985_1207_1323,0.5,1985,1207,1323
456,1985_1208_1323,0.5,1985,1208,1323
457,1985_1210_1323,0.5,1985,1210,1323
458,1985_1228_1323,0.5,1985,1228,1323
459,1985_1229_1323,0.5,1985,1229,1323
460,1985_1233_1323,0.5,1985,1233,1323
461,1985_1234_1323,0.5,1985,1234,1323
462,1985_1235_1323,0.5,1985,1235,1323
463,1985_1242_1323,0.5,1985,1242,1323
464,1985_1246_1323,0.5,1985,1246,1323
465,1985_1250_1323,0.5,1985,1250,1323
466,1985_1256_1323,0.5,1985,1256,1323
467,1985_1260_1323,0.5,1985,1260,1323
468,1985_1261_1323,0.5,1985,1261,1323
469,1985_1267_1323,0.5,1985,1267,1323
470,1985_1268_1323,0.5,1985,1268,1323
471,1985_1272_1323,0.5,1985,1272,1323
472,1985_1273_1323,0.5,1985,1273,1323
473,1985_1275_1323,0.5,1985,1275,1323
474,1985_1276_1323,0.5,1985,1276,1323
475,1985_1277_1323,0.5,1985,1277,1323
476,1985_1325_1326,0.5,1985,1325,1326
477,1985_1325_1328,0.5,1985,1325,1328
478,1985_1325_1330,0.5,1985,1325,1330
479,1985_1325_1333,0.5,1985,1325,1333
480,1985_1325_1335,0.5,1985,1325,1335
481,1985_1325_1337,0.5,1985,1325,1337
482,1985_1325_1338,0.5,1985,1325,1338
483,1985_1325_1345,0.5,1985,1325,1345
484,1985_1104_1325,0.5,1985,1104,1325
485,1985_1325_1361,0.5,1985,1325,1361
486,1985_1112_1325,0.5,1985,1112,1325
487,1985_1116_1325,0.5,1985,1116,1325
488,1985_1325_1374,0.5,1985,1325,1374
489,1985_1120_1325,0.5,1985,1120,1325
490,1985_1325_1380,0.5,1985,1325,1380
491,1985_1325_1385,0.5,1985,1325,1385
492,1985_1130_1325,0.5,1985,1130,1325
493,1985_1325_1393,0.5,1985,1325,1393
494,1985_1325_1396,0.5,1985,1325,1396
495,1985_1325_1403,0.5,1985,1325,1403
496,1985_1325_1409,0.5,1985,1325,1409
497,1985_1325_1412,0.5,1985,1325,1412
498,1985_1325_1424,0.5,1985,1325,1424
499,1985_1325_1425,0.5,1985,1325,1425
500,1985_1173_1325,0.5,1985,1173,1325
501,1985_1325_1431,0.5,1985,1325,1431
502,1985_1325_1433,0.5,1985,1325,1433
503,1985_1177_1325,0.5,1985,1177,1325
504,1985_1181_1325,0.5,1985,1181,1325
505,1985_1325_1437,0.5,1985,1325,1437
506,1985_1325_1439,0.5,1985,1325,1439
507,1985_1192_1325,0.5,1985,1192,1325
508,1985_1325_1449,0.5,1985,1325,1449
509,1985_1325_1455,0.5,1985,1325,1455
510,1985_1207_1325,0.5,1985,1207,1325
511,1985_1208_1325,0.5,1985,1208,1325
512,1985_1210_1325,0.5,1985,1210,1325
513,1985_1228_1325,0.5,1985,1228,1325
514,1985_1229_1325,0.5,1985,1229,1325
515,1985_1233_1325,0.5,1985,1233,1325
516,1985_1234_1325,0.5,1985,1234,1325
517,1985_1235_1325,0.5,1985,1235,1325
518,1985_1242_1325,0.5,1985,1242,1325
519,1985_1246_1325,0.5,1985,1246,1325
520,1985_1250_1325,0.5,1985,1250,1325
521,1985_1256_1325,0.5,1985,1256,1325
522,1985_1260_1325,0.5,1985,1260,1325
523,1985_1261_1325,0.5,1985,1261,1325
524,1985_1267_1325,0.5,1985,1267,1325
525,1985_1268_1325,0.5,1985,1268,1325
526,1985_1272_1325,0.5,1985,1272,1325
527,1985_1273_1325,0.5,1985,1273,1325
528,1985_1275_1325,0.5,1985,1275,1325
529,1985_1276_1325,0.5,1985,1276,1325
530,1985_1277_1325,0.5,1985,1277,1325
531,1985_1326_1328,0.5,1985,1326,1328
532,1985_1326_1330,0.5,1985,1326,1330
533,1985_1326_1333,0.5,1985,1326,1333
534,1985_1326_1335,0.5,1985,1326,1335
535,1985_1326_1337,0.5,1985,1326,1337
536,1985_1326_1338,0.5,1985,1326,1338
537,1985_1326_1345,0.5,1985,1326,1345
538,1985_1104_1326,0.5,1985,1104,1326
539,1985_1326_1361,0.5,1985,1326,1361
540,1985_1112_1326,0.5,1985,1112,1326
541,1985_1116_1326,0.5,1985,1116,1326
542,1985_1326_1374,0.5,1985,1326,1374
543,1985_1120_1326,0.5,1985,1120,1326
544,1985_1326_1380,0.5,1985,1326,1380
545,1985_1326_1385,0.5,1985,1326,1385
546,1985_1130_1326,0.5,1985,1130,1326
547,1985_1326_1393,0.5,1985,1326,1393
548,1985_1326_1396,0.5,1985,1326,1396
549,1985_1326_1403,0.5,1985,1326,1403
550,1985_1326_1409,0.5,1985,1326,1409
551,1985_1326_1412,0.5,1985,1326,1412
552,1985_1326_1424,0.5,1985,1326,1424
553,1985_1326_1425,0.5,1985,1326,1425
554,1985_1173_1326,0.5,1985,1173,1326
555,1985_1326_1431,0.5,1985,1326,1431
556,1985_1326_1433,0.5,1985,1326,1433
557,1985_1177_1326,0.5,1985,1177,1326
558,1985_1181_1326,0.5,1985,1181,1326
559,1985_1326_1437,0.5,1985,1326,1437
560,1985_1326_1439,0.5,1985,1326,1439
561,1985_1192_1326,0.5,1985,1192,1326
562,1985_1326_1449,0.5,1985,1326,1449
563,1985_1326_1455,0.5,1985,1326,1455
564,1985_1207_1326,0.5,1985,1207,1326
565,1985_1208_1326,0.5,1985,1208,1326
566,1985_1210_1326,0.5,1985,1210,1326
567,1985_1228_1326,0.5,1985,1228,1326
568,1985_1229_1326,0.5,1985,1229,1326
569,1985_1233_1326,0.5,1985,1233,1326
570,1985_1234_1326,0.5,1985,1234,1326
571,1985_1235_1326,0.5,1985,1235,1326
572,1985_1242_1326,0.5,1985,1242,1326
573,1985_1246_1326,0.5,1985,1246,1326
574,1985_1250_1326,0.5,1985,1250,1326
575,1985_1256_1326,0.5,1985,1256,1326
576,1985_1260_1326,0.5,1985,1260,1326
577,1985_1261_1326,0.5,1985,1261,1326
578,1985_1267_1326,0.5,1985,1267,1326
579,1985_1268_1326,0.5,1985,1268,1326
580,1985_1272_1326,0.5,1985,1272,1326
